order_details_id,pizza_id,category_id,order_id,quantity,order_date,order_time
327,piz_72,4,138,1,03/01/2015,11:44:50
328,piz_45,3,138,1,03/01/2015,11:44:50
329,piz_03,4,139,1,03/01/2015,11:57:39
330,piz_44,3,140,1,03/01/2015,12:26:44
331,piz_73,4,140,1,03/01/2015,12:26:44
332,piz_02,2,141,1,03/01/2015,13:16:01
333,piz_50,4,142,1,03/01/2015,13:33:59
334,piz_26,1,143,1,03/01/2015,13:41:36
335,piz_12,2,143,1,03/01/2015,13:41:36
336,piz_61,2,143,1,03/01/2015,13:41:36
337,piz_05,4,143,1,03/01/2015,13:41:36
338,piz_25,2,143,1,03/01/2015,13:41:36
339,piz_44,3,143,1,03/01/2015,13:41:36
340,piz_06,1,143,1,03/01/2015,13:41:36
341,piz_73,4,143,1,03/01/2015,13:41:36
342,piz_42,1,144,3,03/01/2015,13:44:28
343,piz_28,2,144,1,03/01/2015,13:44:28
344,piz_23,1,144,1,03/01/2015,13:44:28
345,piz_59,1,144,1,03/01/2015,13:44:28
346,piz_03,4,144,1,03/01/2015,13:44:28
347,piz_30,4,144,1,03/01/2015,13:44:28
348,piz_62,2,144,1,03/01/2015,13:44:28
349,piz_21,1,144,1,03/01/2015,13:44:28
350,piz_41,1,144,1,03/01/2015,13:44:28
351,piz_17,3,144,1,03/01/2015,13:44:28
352,piz_57,1,144,1,03/01/2015,13:44:28
353,piz_46,4,144,1,03/01/2015,13:44:28
354,piz_10,2,145,1,03/01/2015,13:53:48
355,piz_23,1,146,1,03/01/2015,14:22:10
356,piz_33,4,146,1,03/01/2015,14:22:10
357,piz_01,2,146,1,03/01/2015,14:22:10
358,piz_60,2,147,1,03/01/2015,14:32:51
359,piz_80,4,148,1,03/01/2015,14:40:42
360,piz_81,4,149,1,03/01/2015,14:48:45
361,piz_43,2,150,1,03/01/2015,14:49:58
362,piz_21,1,151,1,03/01/2015,15:09:34
363,piz_11,3,151,1,03/01/2015,15:09:34
364,piz_52,2,152,1,03/01/2015,15:09:42
365,piz_37,4,152,1,03/01/2015,15:09:42
366,piz_70,1,152,1,03/01/2015,15:09:42
367,piz_74,2,152,1,03/01/2015,15:09:42
368,piz_05,4,153,1,03/01/2015,15:16:34
369,piz_44,3,154,1,03/01/2015,15:22:43
370,piz_75,1,155,1,03/01/2015,15:28:59
371,piz_38,2,155,1,03/01/2015,15:28:59
372,piz_25,2,155,1,03/01/2015,15:28:59
373,piz_55,3,155,1,03/01/2015,15:28:59
374,piz_82,2,156,1,03/01/2015,15:42:19
375,piz_06,1,156,1,03/01/2015,15:42:19
376,piz_04,3,157,1,03/01/2015,15:43:03
377,piz_35,4,157,1,03/01/2015,15:43:03
378,piz_45,3,157,1,03/01/2015,15:43:03
379,piz_83,4,157,1,03/01/2015,15:43:03
380,piz_78,4,158,1,03/01/2015,15:54:30
381,piz_57,1,158,1,03/01/2015,15:54:30
382,piz_30,4,159,1,03/01/2015,15:59:22
383,piz_57,1,159,1,03/01/2015,15:59:22
384,piz_02,2,160,1,03/01/2015,16:35:33
385,piz_52,2,161,1,03/01/2015,16:43:46
386,piz_77,3,161,1,03/01/2015,16:43:46
387,piz_60,2,161,1,03/01/2015,16:43:46
388,piz_28,2,162,1,03/01/2015,16:51:22
389,piz_01,2,163,1,03/01/2015,16:54:54
390,piz_25,2,163,1,03/01/2015,16:54:54
391,piz_74,2,163,1,03/01/2015,16:54:54
392,piz_23,1,164,1,03/01/2015,16:56:33
393,piz_43,2,164,1,03/01/2015,16:56:33
394,piz_64,3,165,1,03/01/2015,16:57:37
395,piz_44,3,166,1,03/01/2015,16:58:51
396,piz_22,1,167,1,03/01/2015,17:00:49
397,piz_07,3,167,1,03/01/2015,17:00:49
398,piz_43,2,167,1,03/01/2015,17:00:49
399,piz_28,2,168,1,03/01/2015,17:02:27
400,piz_73,4,168,1,03/01/2015,17:02:27
401,piz_30,4,169,1,03/01/2015,17:15:48
402,piz_79,2,169,1,03/01/2015,17:15:48
403,piz_45,3,169,1,03/01/2015,17:15:48
404,piz_61,2,170,1,03/01/2015,17:21:31
405,piz_82,2,171,1,03/01/2015,17:23:03
406,piz_31,2,172,1,03/01/2015,17:29:24
407,piz_63,3,172,1,03/01/2015,17:29:24
408,piz_06,1,172,1,03/01/2015,17:29:24
409,piz_24,1,173,1,03/01/2015,17:35:30
410,piz_02,2,173,1,03/01/2015,17:35:30
411,piz_46,4,173,1,03/01/2015,17:35:30
412,piz_28,2,174,1,03/01/2015,17:37:49
413,piz_23,1,174,1,03/01/2015,17:37:49
414,piz_24,1,174,1,03/01/2015,17:37:49
415,piz_40,2,174,1,03/01/2015,17:37:49
416,piz_04,3,175,1,03/01/2015,17:50:51
417,piz_23,1,176,1,03/01/2015,17:51:57
418,piz_53,3,176,1,03/01/2015,17:51:57
419,piz_31,2,177,1,03/01/2015,17:54:36
420,piz_06,1,177,1,03/01/2015,17:54:36
421,piz_55,3,178,1,03/01/2015,18:15:03
422,piz_61,2,179,1,03/01/2015,18:20:14
423,piz_45,3,179,1,03/01/2015,18:20:14
424,piz_19,4,179,1,03/01/2015,18:20:14
425,piz_58,2,180,1,03/01/2015,18:33:34
426,piz_08,3,180,1,03/01/2015,18:33:34
427,piz_20,4,181,1,03/01/2015,18:49:32
428,piz_84,3,182,1,03/01/2015,18:50:10
429,piz_55,3,182,1,03/01/2015,18:50:10
430,piz_82,2,183,1,03/01/2015,18:54:55
431,piz_18,4,183,1,03/01/2015,18:54:55
432,piz_56,4,183,1,03/01/2015,18:54:55
433,piz_61,2,184,1,03/01/2015,18:59:05
434,piz_45,3,185,1,03/01/2015,19:08:33
435,piz_56,4,185,1,03/01/2015,19:08:33
436,piz_20,4,186,1,03/01/2015,19:36:00
437,piz_21,1,186,1,03/01/2015,19:36:00
438,piz_18,4,186,1,03/01/2015,19:36:00
439,piz_06,1,186,1,03/01/2015,19:36:00
440,piz_03,4,187,1,03/01/2015,19:37:12
441,piz_18,4,187,1,03/01/2015,19:37:12
442,piz_03,4,188,1,03/01/2015,20:08:39
443,piz_48,2,188,1,03/01/2015,20:08:39
444,piz_55,3,188,1,03/01/2015,20:08:39
445,piz_28,2,189,2,03/01/2015,20:12:14
446,piz_70,1,189,1,03/01/2015,20:12:14
447,piz_22,1,190,1,03/01/2015,20:14:23
448,piz_33,4,190,1,03/01/2015,20:14:23
449,piz_62,2,190,1,03/01/2015,20:14:23
450,piz_08,3,190,1,03/01/2015,20:14:23
451,piz_23,1,191,1,03/01/2015,20:24:50
452,piz_54,1,191,1,03/01/2015,20:24:50
453,piz_68,3,192,1,03/01/2015,20:30:08
454,piz_21,1,192,1,03/01/2015,20:30:08
455,piz_28,2,193,1,03/01/2015,20:55:47
456,piz_24,1,193,1,03/01/2015,20:55:47
457,piz_85,1,193,2,03/01/2015,20:55:47
458,piz_09,1,194,1,03/01/2015,21:21:24
459,piz_22,1,195,1,03/01/2015,21:25:20
460,piz_68,3,196,1,03/01/2015,21:40:14
461,piz_77,3,196,1,03/01/2015,21:40:14
462,piz_73,4,196,1,03/01/2015,21:40:14
463,piz_30,4,197,1,03/01/2015,21:47:48
464,piz_14,2,197,1,03/01/2015,21:47:48
465,piz_72,4,197,1,03/01/2015,21:47:48
466,piz_29,3,197,1,03/01/2015,21:47:48
467,piz_28,2,198,1,03/01/2015,21:55:42
468,piz_85,1,198,1,03/01/2015,21:55:42
469,piz_54,1,199,1,03/01/2015,22:10:38
470,piz_60,2,200,1,03/01/2015,22:24:05
471,piz_32,3,201,1,03/01/2015,22:29:59
472,piz_27,1,201,1,03/01/2015,22:29:59
473,piz_04,3,201,1,03/01/2015,22:29:59
474,piz_60,2,201,1,03/01/2015,22:29:59
475,piz_26,1,202,1,03/01/2015,22:50:29
476,piz_23,1,203,1,04/01/2015,11:30:48
477,piz_78,4,203,1,04/01/2015,11:30:48
478,piz_51,2,203,1,04/01/2015,11:30:48
479,piz_10,2,203,1,04/01/2015,11:30:48
480,piz_17,3,204,1,04/01/2015,11:36:25
481,piz_26,1,205,1,04/01/2015,11:43:54
482,piz_54,1,205,1,04/01/2015,11:43:54
483,piz_44,3,205,1,04/01/2015,11:43:54
484,piz_82,2,206,1,04/01/2015,11:45:10
485,piz_48,2,206,1,04/01/2015,11:45:10
486,piz_17,3,206,1,04/01/2015,11:45:10
487,piz_17,3,207,1,04/01/2015,12:03:58
488,piz_22,1,208,1,04/01/2015,12:12:05
489,piz_09,1,208,1,04/01/2015,12:12:05
490,piz_54,1,208,1,04/01/2015,12:12:05
491,piz_43,2,208,1,04/01/2015,12:12:05
492,piz_74,2,208,1,04/01/2015,12:12:05
493,piz_23,1,209,1,04/01/2015,12:29:17
494,piz_76,4,210,1,04/01/2015,12:34:13
495,piz_48,2,211,1,04/01/2015,12:54:20
496,piz_14,2,212,1,04/01/2015,13:16:03
497,piz_30,4,213,1,04/01/2015,13:20:39
498,piz_14,2,214,1,04/01/2015,13:39:16
499,piz_07,3,214,1,04/01/2015,13:39:16
500,piz_16,4,214,1,04/01/2015,13:39:16
501,piz_83,4,214,1,04/01/2015,13:39:16
502,piz_13,4,215,1,04/01/2015,13:44:49
503,piz_42,1,216,1,04/01/2015,14:31:56
504,piz_03,4,216,1,04/01/2015,14:31:56
505,piz_61,2,216,1,04/01/2015,14:31:56
506,piz_02,2,217,1,04/01/2015,14:35:03
507,piz_76,4,217,1,04/01/2015,14:35:03
508,piz_77,3,218,1,04/01/2015,14:35:11
509,piz_22,1,219,1,04/01/2015,14:42:01
510,piz_03,4,219,1,04/01/2015,14:42:01
511,piz_53,3,219,1,04/01/2015,14:42:01
512,piz_81,4,219,1,04/01/2015,14:42:01
513,piz_52,2,220,1,04/01/2015,15:31:59
514,piz_79,2,220,1,04/01/2015,15:31:59
515,piz_38,2,220,1,04/01/2015,15:31:59
516,piz_17,3,220,1,04/01/2015,15:31:59
517,piz_03,4,221,1,04/01/2015,15:33:18
518,piz_64,3,221,1,04/01/2015,15:33:18
519,piz_10,2,221,1,04/01/2015,15:33:18
520,piz_30,4,222,1,04/01/2015,15:46:38
521,piz_68,3,222,1,04/01/2015,15:46:38
522,piz_62,2,223,1,04/01/2015,16:08:20
523,piz_47,1,224,1,04/01/2015,16:39:58
524,piz_07,3,224,1,04/01/2015,16:39:58
525,piz_82,2,224,1,04/01/2015,16:39:58
526,piz_06,1,224,1,04/01/2015,16:39:58
527,piz_22,1,225,1,04/01/2015,16:41:48
528,piz_42,1,225,1,04/01/2015,16:41:48
529,piz_41,1,225,1,04/01/2015,16:41:48
530,piz_58,2,226,1,04/01/2015,16:59:39
531,piz_42,1,227,1,04/01/2015,17:24:39
532,piz_74,2,227,1,04/01/2015,17:24:39
533,piz_34,4,228,1,04/01/2015,17:31:24
534,piz_72,4,229,1,04/01/2015,17:37:57
535,piz_08,3,229,1,04/01/2015,17:37:57
536,piz_56,4,229,1,04/01/2015,17:37:57
