ProductID,ProductName,Quantity,Price
109,VR Headset,96,336.66
110,Case,316,148.9
111,Projector,450,428.16
112,Keyboard,386,868.19
113,Scanner,240,559.74
114,Microphone,187,432.57
115,Hand Mixer,439,14.32
116,Food Processor,49,474.8
117,Hoverboard,111,90.93
118,Phone Case,304,762.16
119,Pressure Cooker,99,352.15
120,3D Printer,247,5.34
121,Smart Lock,46,317.18
122,Yoga Mat,364,59.3
123,Case,348,973.93
124,Microwave,150,478.14
125,Charger,450,330.24
126,Jump Rope,351,323.33
127,Case,1,270.1
128,Food Processor,136,427.37
129,USB Flash Drive,153,440.68
130,Exercise Bike,75,188.64
131,Elliptical,449,169.97
132,Security Camera,375,694.4
133,External Hard Drive,96,384.23
134,Drone,50,191.17
135,Camera,450,150.91
136,Massage Gun,96,500.93
137,Ice Cream Maker,138,932.08
138,Ice Cream Maker,86,336.97
139,Tablet,313,22.38
140,Motherboard,117,969.6
141,Rice Cooker,175,17.12
142,Power Supply,15,172.97
143,Electric Bike,70,29.34
144,Gaming Console,345,279.67
145,Hand Mixer,239,630.01
146,Juicer,192,694.81
147,Food Processor,152,121.81
148,Stand Mixer,339,620.3
149,Slow Cooker,110,967.23
150,Phone Case,311,602.15
151,Printer,418,329.04
152,Fitness Tracker,414,569.36
153,Rice Cooker,382,943.17
154,Air Fryer,419,291.07
155,Hand Mixer,285,591.05
156,Smartwatch,150,964.5
157,Modem,450,435.05
158,Toaster,73,351.4
159,Treadmill,233,98.46
160,Ice Cream Maker,15,209.51
161,Elliptical,270,863.84
162,Electric Bike,209,20.26
163,Processor,134,138.67
164,Elliptical,66,718.91
165,Speakers,147,131.95
166,HDMI Cable,60,728.1
167,Massage Gun,278,401.17
168,Yoga Mat,163,666.61
169,Rice Cooker,122,187.95
170,Fitness Equipment,350,330.33
171,Blender,374,179.44
172,Slow Cooker,93,193.4
173,Resistance Bands,206,92.17
174,Coffee Maker,366,625.25
175,Coffee Maker,356,94.86
176,Laptop Bag,267,501.26
177,Ethernet Cable,346,381.26
178,Gaming Console,224,694.79
179,Foam Roller,173,895.34
180,Motherboard,226,270.05
181,Phone Case,409,732.67
182,Jump Rope,360,373.37
183,USB Flash Drive,51,133.52
184,HDMI Cable,160,85.37
185,Smart Lock,129,2.12
186,Microwave,315,554.79
187,Webcam,122,278.55
188,Power Bank,350,234.47
189,Ethernet Cable,92,972.91
190,Motherboard,140,830.2
191,Screen Protector,211,488.62
192,External Hard Drive,444,63.73
193,Drone,138,472.68
194,Jump Rope,7,354.31
195,Electric Bike,90,89.87
196,External Hard Drive,137,820.61
197,Keyboard,263,257.66
198,Massage Gun,418,207.97
199,Hoverboard,33,783.65
200,Fitness Tracker,267,45.36
201,Monitor,295,677.99
202,Smart Plug,285,375.19
203,Electric Scooter,321,519.08
204,Rice Cooker,3,376.92
205,Scanner,239,190.27
206,Smart Thermostat,2,786.98
207,Tablet,7,577.97
208,Router,305,185.95
209,Extension Cord,29,403.7
210,Phone Case,317,247.14
211,Smartwatch,300,670.43
212,Smartwatch,215,547.77
213,Keyboard,318,690.02
214,RAM,84,142.36
215,Camera,182,227.52
216,Game Controller,186,554.37
217,Modem,32,675.3
218,Yoga Mat,220,685.95
219,Router,400,147.01
220,Jump Rope,118,840.43
221,Ice Cream Maker,211,206.13
222,Webcam,345,815.64
223,Webcam,28,188.6
224,Laptop Bag,103,171.54
225,Laptop,137,920.59
226,RAM,325,623.17
227,Food Processor,181,485.89
228,Microphone,405,372.24
229,Stand Mixer,276,701.42
230,Smart Doorbell,118,319.62
231,Smart Doorbell,54,488.64
232,Smart Lock,229,196.17
233,Treadmill,407,17.36
234,Pressure Cooker,62,848.49
235,Monitor,61,284.08
236,RAM,330,578.73
237,Electric Kettle,12,955.48
238,Hand Mixer,107,301.24
239,Ethernet Cable,85,983.13
240,Microwave,160,29.81
241,Smart Light,107,522.09
242,Electric Bike,35,221.08
243,Gaming Console,352,544.11
244,Treadmill,439,925.46
245,Webcam,190,901.36
246,Pressure Cooker,197,591.29
247,Surge Protector,169,775.3
248,Power Bank,299,668.59
249,External Hard Drive,361,966.13
250,Hand Mixer,94,888.23
251,Rice Cooker,8,630.19
252,Phone Case,252,45.99
253,Pressure Cooker,78,460.04
254,Scanner,53,158.82
255,Printer,296,436.13
256,Electric Bike,218,48.8
257,Gaming Console,147,222.54
258,Graphics Card,164,277.54
259,Security Camera,102,231.34
260,HDMI Cable,157,100.03
261,Smart Thermostat,418,888.68
262,Cooling Fan,338,345.47
263,Drone,115,628.81
264,Hoverboard,356,495.65
265,Electric Scooter,63,789.31
266,Microphone,53,700.77
267,Screen Protector,189,405.18
268,External Hard Drive,236,330.67
269,Camera,110,264.99
270,Surge Protector,421,500.37
271,Game Controller,445,470.45
272,Phone Case,16,424.39
273,Resistance Bands,214,913.66
274,Electric Scooter,385,354.89
275,Slow Cooker,450,198.83
276,Electric Bike,170,166.24
277,Microwave,342,596.13
278,Stand Mixer,439,440.1
279,Processor,267,873.77
280,USB Flash Drive,60,650.44
281,Massage Gun,205,4.16
282,Ethernet Cable,418,297.45
283,Ethernet Cable,444,625.89
284,Coffee Maker,38,321.84
285,Security Camera,414,449.6
286,Microphone,326,364.54
287,Electric Kettle,162,916.11
288,Electric Bike,214,397.68
289,Food Processor,204,275.85
290,Tablet,247,744.09
291,Hand Mixer,408,919.53
292,Cooling Fan,249,458.7
293,Smart Light,358,775.01
294,Electric Scooter,236,667.25
295,Power Supply,310,388.34
296,Slow Cooker,136,604.73
297,Microwave,31,376.36
298,Blender,349,653.8
299,Phone Case,298,976.99
300,Extension Cord,205,263.44
301,Jump Rope,72,721.25
302,Rice Cooker,201,37.58
303,VR Headset,43,650.5
304,Drone,378,342.37
305,Monitor,402,709.53
306,Microwave,449,893.54
307,HDMI Cable,309,754.23
308,Ethernet Cable,39,104.64
309,Jump Rope,359,365.22
310,Ethernet Cable,189,149.44
311,Modem,342,398.24
312,Case,320,191.7
313,Fitness Tracker,179,401.47
314,Charger,184,454.41
315,Scanner,118,244.95
316,Toaster,111,308.79
317,Mouse,18,508.85
318,Keyboard,29,836.21
319,Smart Lock,225,935.22
320,Headphones,44,87.02
321,Case,217,483.84
322,Treadmill,168,993.11
323,Power Bank,446,444.18
324,Dumbbells,142,3.36
325,Keyboard,157,257.48
326,Pressure Cooker,211,416.44
327,Coffee Maker,20,336.97
328,Phone Case,396,485.57
329,Rice Cooker,84,686.71
330,RAM,23,105.75
331,Toaster,415,812.21
332,Smartwatch,195,563.82
333,Extension Cord,236,766.98
334,Cooling Fan,128,682.43
335,Hoverboard,250,478.53
336,Game Controller,70,521.08
337,Charger,120,149.64
338,Fitness Equipment,154,686.2
339,Extension Cord,141,897.17
340,HDMI Cable,346,47.59
341,Smart Lock,375,471.37
342,Toaster,298,826.0
343,Slow Cooker,442,155.99
344,Scanner,252,175.91
345,Projector,450,307.49
346,Game Controller,48,238.1
347,Rice Cooker,15,839.72
348,Fitness Equipment,392,328.5
349,Mouse,254,323.01
350,Pressure Cooker,365,224.13
351,Case,415,12.78
352,Camera,129,710.5
353,Dumbbells,368,662.05
354,Security Camera,69,737.12
355,Camera,49,311.02
356,Electric Bike,294,784.85
357,Air Fryer,438,23.78
358,Smart Plug,92,480.65
359,Drone,277,594.27
360,Smartphone,164,760.27
361,Case,431,966.26
362,Foam Roller,169,505.23
363,Camera,231,665.91
364,Monitor,97,213.3
365,Smart Light,18,254.56
366,Mouse,23,930.92
367,Toaster,64,27.87
368,Massage Gun,154,213.39
369,Surge Protector,241,278.45
370,Blender,423,418.87
371,USB Flash Drive,435,139.27
372,Hoverboard,356,648.8
373,RAM,323,368.64
374,Processor,209,238.66
375,Scanner,132,894.83
376,Electric Scooter,437,198.11
377,Fitness Tracker,186,504.72
378,Massage Gun,123,586.0
379,Extension Cord,373,436.49
380,Cooling Fan,303,598.26
381,USB Flash Drive,368,205.05
382,Router,134,428.07
383,Ethernet Cable,401,862.66
384,Smart Doorbell,174,128.73
385,Dumbbells,382,246.92
386,Resistance Bands,332,337.53
387,Modem,57,151.91
388,Processor,103,284.26
389,Toaster,332,436.02
390,Slow Cooker,418,628.1
391,Coffee Maker,206,24.29
392,External Hard Drive,300,685.94
393,Smartwatch,146,214.14
394,Processor,36,869.2
395,Fitness Tracker,36,470.19
396,Smart Thermostat,95,188.67
397,Fitness Tracker,246,454.1
398,Headphones,419,548.01
399,Router,403,215.79
400,Smart Doorbell,191,45.37
401,Air Fryer,144,904.25
402,Camera,361,858.16
403,Headphones,358,331.14
404,Smart Thermostat,40,354.46
405,Foam Roller,415,728.62
406,Case,191,25.55
407,Ethernet Cable,237,221.08
408,3D Printer,39,712.64
409,Smart Doorbell,78,218.12
410,Jump Rope,347,329.87
411,Case,124,639.22
412,Extension Cord,77,534.13
413,VR Headset,428,634.43
414,Exercise Bike,251,24.15
415,Smart Thermostat,369,545.33
416,Treadmill,260,504.36
417,Cooling Fan,107,374.56
418,Smart Doorbell,376,727.66
419,Hand Mixer,131,258.58
420,Tablet,222,790.08
421,Smart Plug,299,954.89
422,Ice Cream Maker,128,583.27
423,3D Printer,250,396.06
424,Drone,217,527.01
425,Cooling Fan,5,811.43
426,Mouse,251,143.93
427,Fitness Tracker,100,465.35
428,Surge Protector,422,825.01
429,Mouse,316,450.32
430,Screen Protector,201,110.02
431,Yoga Mat,80,755.7
432,Electric Kettle,227,484.6
433,Slow Cooker,121,408.13
434,Hand Mixer,50,208.81
435,Motherboard,204,764.09
436,Motherboard,445,933.05
437,Graphics Card,387,537.39
438,Treadmill,2,500.93
439,VR Headset,107,463.84
440,Speakers,55,878.94
441,Game Controller,262,643.51
442,Power Supply,208,811.76
443,Projector,343,768.14
444,VR Headset,274,808.72
445,Printer,166,426.43
446,Tablet,76,221.92
447,Charger,169,24.3
448,Scanner,419,682.44
449,Speakers,12,714.05
450,Game Controller,441,78.22
451,Drone,105,65.34
452,Laptop Bag,192,409.9
453,Rice Cooker,277,564.37
454,Charger,2,520.39
455,Electric Bike,24,153.3
456,Exercise Bike,346,202.4
457,Yoga Mat,251,103.47
458,VR Headset,346,942.01
459,3D Printer,402,768.81
460,Projector,271,544.42
461,Keyboard,234,708.56
462,Modem,192,723.34
463,Jump Rope,448,878.87
464,3D Printer,307,451.33
465,Food Processor,410,847.45
466,Smart Doorbell,331,234.68
467,Speakers,186,333.77
468,Keyboard,133,927.6
469,Blender,14,625.2
470,Scanner,246,425.39
471,Fitness Equipment,5,330.8
472,Speakers,396,4.87
473,Scanner,138,429.66
474,HDMI Cable,214,968.56
475,Electric Bike,402,715.51
476,Power Bank,359,849.89
477,Resistance Bands,77,146.42
478,Mouse,214,330.43
479,Headphones,208,96.4
480,Fitness Tracker,415,997.48
481,Smartwatch,445,701.04
482,Surge Protector,215,435.83
483,Blender,79,28.5
484,Case,150,534.31
485,Elliptical,54,79.36
486,Game Controller,131,176.87
487,Phone Case,67,900.77
488,Smart Thermostat,387,276.9
489,Phone Case,80,898.72
490,Ice Cream Maker,446,375.09
491,Laptop,116,221.03
492,Stand Mixer,381,881.14
493,Smart Plug,304,939.37
494,RAM,259,205.11
495,Gaming Console,429,480.53
496,Power Supply,179,277.95
497,Smart Plug,425,950.54
498,Charger,446,178.52
499,Power Bank,156,500.32
500,Router,347,78.85
501,Juicer,126,245.03
502,Yoga Mat,251,929.9
503,Laptop,317,802.15
504,Hoverboard,40,37.98
505,Phone Case,278,736.65
506,Foam Roller,373,713.05
507,Scanner,444,956.66
508,Case,415,258.57
509,Router,179,34.62
510,Smart Plug,208,89.3
511,Smartphone,392,929.57
512,Speakers,276,571.82
513,HDMI Cable,400,529.85
514,Screen Protector,61,187.93
515,Elliptical,257,637.57
516,Processor,96,385.48
517,Fitness Equipment,19,915.92
518,Modem,132,344.41
519,Webcam,20,567.67
520,Camera,350,512.08
521,Headphones,87,878.21
522,Fitness Tracker,330,735.45
523,Ice Cream Maker,167,40.55
524,Juicer,45,935.93
525,Juicer,438,900.34
526,Processor,442,968.49
527,Scanner,420,67.59
528,3D Printer,441,476.14
529,Smart Doorbell,415,647.79
530,Fitness Equipment,84,273.03
531,Drone,248,447.75
532,3D Printer,348,54.7
533,Ethernet Cable,205,385.38
534,Webcam,275,742.42
535,Pressure Cooker,325,219.57
536,Massage Gun,232,275.72
537,External Hard Drive,283,575.02
538,External Hard Drive,232,163.8
539,Dumbbells,168,596.98
540,Surge Protector,210,257.69
541,Dumbbells,378,544.97
542,Smart Thermostat,116,861.8
543,Phone Case,239,982.67
544,USB Flash Drive,157,782.0
545,Charger,257,2.74
546,External Hard Drive,173,498.03
547,Printer,335,871.71
548,Smart Lock,120,826.49
549,Fitness Equipment,355,312.28
550,Headphones,242,825.93
551,Screen Protector,29,541.5
552,Drone,331,534.24
553,Graphics Card,296,394.02
554,Treadmill,422,478.13
555,VR Headset,409,219.82
556,Dumbbells,125,711.88
557,Modem,76,311.86
558,Dumbbells,163,278.96
559,Speakers,389,636.92
560,Rice Cooker,399,787.83
561,Smart Plug,268,371.21
562,Screen Protector,265,36.67
563,Gaming Console,212,524.03
564,Elliptical,132,368.72
565,Dumbbells,400,442.49
566,RAM,176,560.44
567,Dumbbells,95,583.51
568,USB Flash Drive,447,377.49
569,Pressure Cooker,75,237.8
570,Electric Bike,140,719.02
571,Slow Cooker,383,758.02
572,Yoga Mat,412,588.44
573,Drone,190,764.25
574,Smartphone,135,207.6
575,Air Fryer,154,155.35
576,Hand Mixer,23,192.46
577,Phone Case,350,287.37
578,Gaming Console,252,103.13
579,Fitness Equipment,126,657.68
580,Charger,428,70.91
581,Fitness Equipment,374,32.09
582,HDMI Cable,117,789.11
583,Smart Light,421,940.49
584,Laptop,352,385.93
585,Electric Bike,67,204.31
586,Hoverboard,393,574.18
587,Juicer,282,586.34
588,Power Bank,20,980.64
589,Rice Cooker,305,582.51
590,Smartphone,81,98.05
591,HDMI Cable,365,814.03
592,Graphics Card,250,649.44
593,Slow Cooker,284,228.51
594,Toaster,25,60.29
595,Air Fryer,39,278.73
596,Security Camera,419,103.24
597,Camera,178,675.49
598,Juicer,440,720.93
599,Laptop Bag,404,931.57
600,Food Processor,191,603.22
601,3D Printer,98,291.63
602,Resistance Bands,365,284.83
603,USB Flash Drive,356,181.3
604,Exercise Bike,294,469.0
605,Massage Gun,101,3.39
606,Electric Scooter,244,11.49
607,Smartphone,272,403.65
608,Screen Protector,284,196.67
609,Laptop,308,246.52
610,Treadmill,409,280.42
611,Resistance Bands,293,56.84
612,Projector,80,803.51
613,Hoverboard,437,656.46
614,Game Controller,103,319.88
615,Stand Mixer,66,216.94
616,Smart Lock,43,374.83
617,Surge Protector,106,124.15
618,External Hard Drive,419,93.81
619,Extension Cord,92,881.45
620,Speakers,123,366.21
621,Yoga Mat,51,688.8
622,Security Camera,247,500.12
623,Air Fryer,50,78.75
624,Microwave,26,199.19
625,Keyboard,334,673.53
626,Projector,236,8.63
627,Projector,32,93.1
628,Juicer,121,865.98
629,Yoga Mat,418,55.63
630,Tablet,146,717.42
631,HDMI Cable,116,22.03
632,Microphone,346,649.7
633,Microwave,111,841.35
634,Graphics Card,81,238.77
635,Jump Rope,46,315.79
636,USB Flash Drive,294,645.13
637,Stand Mixer,173,785.99
638,Headphones,321,891.2
639,Motherboard,93,827.23
640,Motherboard,228,771.84
641,Fitness Equipment,223,193.0
642,Mouse,319,387.95
643,Stand Mixer,338,678.23
644,Modem,138,842.1
645,Security Camera,420,697.13
646,Juicer,392,849.3
647,Fitness Equipment,174,288.49
648,Surge Protector,447,400.38
649,Ethernet Cable,425,873.28
650,Tablet,187,880.54
651,Rice Cooker,250,723.0
652,Security Camera,356,505.74
653,Ice Cream Maker,316,381.09
654,Stand Mixer,273,216.49
655,Ethernet Cable,432,253.14
656,Toaster,22,86.13
657,Pressure Cooker,32,691.7
658,Security Camera,384,513.28
659,Extension Cord,449,929.76
660,Electric Bike,245,9.89
661,Yoga Mat,317,776.29
662,Coffee Maker,23,649.7
663,Ethernet Cable,195,775.95
664,USB Flash Drive,165,879.59
665,Laptop,310,875.13
666,Electric Bike,78,878.34
667,Hoverboard,259,625.18
668,Scanner,424,60.3
669,Printer,57,564.95
670,Security Camera,63,258.74
671,Smart Light,123,310.35
672,Laptop,443,832.93
673,HDMI Cable,85,39.28
674,Smart Light,240,113.52
675,Cooling Fan,274,881.56
676,Phone Case,91,407.03
677,Extension Cord,26,320.29
678,Ethernet Cable,172,672.13
679,Smart Plug,190,737.8
680,Coffee Maker,165,911.36
681,Massage Gun,6,542.28
682,Microwave,123,571.26
683,Motherboard,314,286.41
684,Smart Plug,128,346.72
685,Electric Scooter,411,246.04
686,Dumbbells,76,928.29
687,Treadmill,126,983.89
688,Smartwatch,156,960.5
689,Smart Thermostat,220,759.22
690,Case,303,845.08
691,Smart Light,106,945.02
692,HDMI Cable,37,703.15
693,Air Fryer,112,875.54
694,Smartwatch,100,558.68
695,Fitness Tracker,132,576.55
696,Treadmill,257,273.07
697,Massage Gun,367,593.8
698,Elliptical,192,911.89
699,Graphics Card,45,873.99
700,Smart Thermostat,49,906.03
701,Modem,211,248.29
702,Smartphone,190,945.05
703,Yoga Mat,21,223.91
704,Laptop Bag,289,530.71
705,Laptop Bag,441,510.81
706,Phone Case,163,11.37
707,Cooling Fan,195,214.91
708,Fitness Equipment,105,942.78
709,Hoverboard,309,123.15
710,USB Flash Drive,343,646.84
711,VR Headset,147,970.25
712,Microwave,265,212.13
713,Smart Doorbell,380,716.0
714,Jump Rope,88,702.07
715,Yoga Mat,421,419.12
716,Electric Bike,370,370.86
717,Smartphone,115,577.45
718,RAM,7,666.44
719,Printer,100,129.53
720,Juicer,187,362.42
721,Smart Doorbell,240,805.32
722,Ice Cream Maker,391,567.83
723,Graphics Card,186,357.79
724,Electric Kettle,106,500.54
725,Tablet,39,323.3
726,HDMI Cable,15,601.98
727,Elliptical,329,857.15
728,Coffee Maker,16,682.33
729,Processor,341,664.94
730,Screen Protector,390,407.91
731,Microwave,205,775.95
732,Smart Doorbell,22,255.14
733,Jump Rope,103,804.96
734,Speakers,15,360.96
735,Elliptical,24,527.31
736,Cooling Fan,283,34.09
737,Rice Cooker,6,269.7
738,Food Processor,227,493.65
739,Smart Light,343,57.0
740,Rice Cooker,162,685.66
741,Fitness Equipment,206,104.37
742,Pressure Cooker,166,953.01
743,Drone,333,311.91
744,Jump Rope,277,172.67
745,Scanner,172,771.32
746,Monitor,352,100.29
747,Elliptical,445,388.38
748,Scanner,146,566.29
749,Smart Doorbell,411,441.14
750,Hand Mixer,220,807.18
751,Drone,269,446.74
752,Screen Protector,272,656.07
753,Printer,240,414.8
754,Extension Cord,403,699.45
755,Motherboard,232,200.05
756,Monitor,373,711.93
757,Resistance Bands,246,709.24
758,Phone Case,394,463.37
759,Pressure Cooker,325,932.96
760,Electric Scooter,401,103.08
761,Speakers,174,599.29
762,Power Bank,272,658.82
763,Hand Mixer,62,784.16
764,Charger,350,56.06
765,Power Supply,17,947.72
766,VR Headset,245,615.77
767,Motherboard,419,200.37
768,Tablet,30,436.97
769,Processor,176,161.02
770,Surge Protector,428,265.42
771,Cooling Fan,385,579.3
772,Electric Scooter,360,133.96
773,Treadmill,253,603.02
774,Smartwatch,379,152.96
775,Toaster,70,514.18
776,Air Fryer,11,349.65
777,Electric Scooter,209,736.66
778,Fitness Tracker,243,477.68
779,Stand Mixer,415,272.58
780,Fitness Equipment,435,61.27
781,HDMI Cable,228,992.24
782,Modem,311,184.0
783,Smart Plug,207,118.84
784,Charger,335,636.9
785,Scanner,263,917.26
786,Projector,449,320.22
787,Modem,184,428.83
788,Mouse,136,999.61
789,Smart Plug,450,161.73
790,Screen Protector,231,430.6
791,3D Printer,92,756.49
792,Graphics Card,272,260.04
793,Mouse,350,408.57
794,Jump Rope,8,365.87
795,Ice Cream Maker,384,189.92
796,Hoverboard,296,374.94
797,Exercise Bike,375,145.47
798,Microphone,217,209.68
799,Processor,198,232.57
800,Jump Rope,276,876.04
801,Gaming Console,110,622.49
802,Juicer,266,688.29
803,Smart Lock,103,748.75
804,Juicer,324,518.1
805,Drone,349,195.03
806,Tablet,234,413.8
807,Microwave,34,727.16
808,Blender,274,200.96
809,Cooling Fan,381,559.96
810,Air Fryer,432,82.17
811,Laptop,136,862.63
812,Power Supply,380,263.71
813,Screen Protector,239,596.64
814,Monitor,399,113.79
815,Electric Scooter,369,802.82
816,Smart Doorbell,358,954.65
817,Smartwatch,406,140.67
818,RAM,46,777.94
819,Mouse,11,663.79
820,Treadmill,157,908.68
821,Elliptical,234,985.01
822,Phone Case,424,153.71
823,Electric Kettle,69,185.31
824,Exercise Bike,272,335.39
825,Fitness Tracker,195,923.04
826,Microwave,204,415.27
827,Elliptical,373,765.67
828,Treadmill,127,514.6
829,Dumbbells,108,282.58
830,Stand Mixer,36,767.05
831,Speakers,182,227.48
832,Laptop,226,896.42
833,Case,87,618.66
834,Coffee Maker,214,310.47
835,Smart Thermostat,267,817.88
836,Smart Plug,334,786.94
837,Gaming Console,341,516.3
838,Phone Case,2,952.8
839,Fitness Tracker,412,4.54
840,RAM,410,128.12
841,Smart Plug,321,704.12
842,Phone Case,149,883.55
843,Monitor,59,769.01
844,Screen Protector,253,618.85
845,Blender,156,609.32
846,Smart Thermostat,361,375.54
847,Laptop Bag,367,433.77
848,Massage Gun,427,952.62
849,Smartphone,250,204.47
850,Smartwatch,97,448.56
851,Power Bank,423,97.33
852,Projector,194,479.37
853,Dumbbells,92,827.5
854,Smartphone,327,349.58
855,Printer,202,565.32
856,Smartphone,213,306.01
857,Laptop Bag,406,562.29
858,Webcam,313,899.74
859,Smartwatch,389,123.46
860,Screen Protector,70,58.0
861,Tablet,88,21.9
862,3D Printer,405,624.61
863,RAM,7,456.86
864,Fitness Tracker,227,78.69
865,Air Fryer,255,977.69
866,Electric Scooter,416,900.22
867,Toaster,10,587.88
868,Monitor,221,44.22
869,Modem,335,231.5
870,Gaming Console,335,419.81
871,Surge Protector,177,868.62
872,Graphics Card,182,322.07
873,Laptop Bag,419,909.53
874,Speakers,82,692.38
875,USB Flash Drive,186,935.53
876,Fitness Equipment,278,287.98
877,Rice Cooker,104,459.63
878,Ethernet Cable,430,495.76
879,Food Processor,360,964.57
880,Coffee Maker,353,325.67
881,Microphone,399,571.68
882,Microwave,194,37.88
883,RAM,450,728.99
884,Jump Rope,270,645.25
885,Hoverboard,61,273.75
886,Graphics Card,106,23.42
887,Smart Light,422,412.27
888,Security Camera,357,828.94
889,Projector,93,577.07
890,Hand Mixer,150,99.3
891,Smart Thermostat,376,864.28
892,Smart Lock,345,409.89
893,Cooling Fan,336,18.22
894,Slow Cooker,22,57.71
895,Speakers,430,294.09
896,Graphics Card,248,479.56
897,Drone,438,263.27
898,Rice Cooker,177,595.03
899,Pressure Cooker,344,504.24
900,Webcam,214,738.42
901,Cooling Fan,294,478.95
902,Massage Gun,276,325.77
903,RAM,411,806.63
904,Camera,77,589.84
905,Air Fryer,23,754.07
906,Hand Mixer,361,664.26
907,Drone,250,214.15
908,Laptop Bag,141,703.69
909,Surge Protector,151,949.94
910,RAM,11,972.59
911,Air Fryer,449,814.64
912,Keyboard,242,546.57
913,Juicer,185,414.57
914,Case,68,28.64
915,Coffee Maker,62,886.58
916,Treadmill,133,548.7
917,Mouse,283,862.55
918,Surge Protector,189,91.49
919,Printer,194,617.66
920,Drone,52,97.83
921,Toaster,285,552.4
922,Smart Plug,79,873.57
923,Electric Scooter,403,460.74
924,Electric Kettle,216,944.25
925,Webcam,135,455.75
926,Game Controller,422,836.2
927,VR Headset,50,399.01
928,Coffee Maker,339,425.62
929,Smart Doorbell,414,127.0
930,Juicer,360,714.05
931,Camera,34,89.31
932,Pressure Cooker,62,863.45
933,Dumbbells,233,786.54
934,Game Controller,365,824.81
935,Headphones,89,349.78
936,VR Headset,111,845.67
937,Yoga Mat,57,213.06
938,Blender,157,116.06
939,Smart Lock,76,507.31
940,Resistance Bands,34,974.88
941,Hand Mixer,27,479.98
942,Game Controller,211,23.71
943,Modem,95,31.84
944,Treadmill,38,777.28
945,Motherboard,416,458.19
946,Headphones,322,465.69
947,Fitness Equipment,378,272.03
948,RAM,291,461.21
949,Smartphone,110,829.9
950,Toaster,370,229.44
951,Resistance Bands,281,544.8
952,Foam Roller,305,668.78
953,Game Controller,131,471.1
954,Case,142,907.11
955,Motherboard,35,679.05
956,Smart Plug,116,57.52
957,Exercise Bike,438,12.1
958,Processor,95,318.95
959,External Hard Drive,310,628.1
960,Jump Rope,145,439.72
961,Ethernet Cable,334,287.07
962,Scanner,24,143.1
