transaction_id,company_id,company_name,company_size_tier,baseline_monthly_spend,vendor_id,vendor_name,vendor_category,vendor_risk_tier,amount_usd,currency,payment_method,department,timestamp,is_anomaly
fb44ec3f-a927-4149-a8b6-360627a47054,company_0009,Thompson and Sons,smb,42541.86,vendor_0047,Davidson and Sons,travel,low,726.89,USD,wire_transfer,hr,2026-06-22T17:37:00+00:00,False
42bd1ada-7476-4364-b028-4cf77ca50294,company_0024,Johnson and Sons,enterprise,2185595.3,vendor_0044,Sandoval-Harris,payroll_services,medium,21626.58,USD,wire_transfer,it,2026-05-27T04:53:00+00:00,False
021eda52-78c0-478c-abfe-9e5dbedcf8b9,company_0012,"Carter, White and Trujillo",mid_market,498818.73,vendor_0076,"Burgess, Lane and Rodriguez",hardware_equipment,medium,5787.34,USD,corporate_card,operations,2026-06-23T13:35:00+00:00,False
90ef50cd-656e-4e6e-9130-95b43adefd97,company_0016,Franco LLC,enterprise,2567874.84,vendor_0016,Edwards-Brown,facilities_utilities,medium,44973.95,USD,direct_debit,marketing,2026-06-12T08:55:00+00:00,False
d2fdbccb-2310-4d5a-84d0-85c5d41e8cea,company_0005,Rice-Peterson,mid_market,323785.59,vendor_0074,Livingston Group,facilities_utilities,medium,1670.21,USD,ach_transfer,operations,2026-05-07T20:25:00+00:00,False
53324668-6739-43cd-9a1b-7852ba01a4f3,company_0028,Chapman and Sons,smb,45178.67,vendor_0028,Wong-Price,facilities_utilities,low,396.81,USD,corporate_card,hr,2026-04-13T13:45:00+00:00,False
81d8590b-a0e2-4f86-be05-0ae4b17d5930,company_0025,Rodriguez Ltd,smb,44112.76,vendor_0019,Williams Inc,office_supplies,low,26.61,USD,direct_debit,engineering,2026-06-30T16:19:00+00:00,False
cd0903c3-a64d-4a88-b8d6-6f3dda047a64,company_0008,Gardner-Lee,mid_market,317272.79,vendor_0108,Smith LLC,hardware_equipment,low,5728.32,USD,wire_transfer,sales,2026-04-17T14:56:00+00:00,False
ca2bd2b6-bd6b-4f55-a253-c09e8ecc2146,company_0028,Chapman and Sons,smb,45178.67,vendor_0015,Valencia-Ibarra,hardware_equipment,low,466.71,USD,wire_transfer,engineering,2026-06-04T02:58:00+00:00,False
9548c17a-e764-4471-8636-a192d47bc040,company_0007,Williams Inc,mid_market,437078.7,vendor_0037,Lam PLC,hardware_equipment,low,6161.5,USD,wire_transfer,engineering,2026-04-24T17:20:00+00:00,False
5a4f25fd-c057-49ff-ad98-77340b88dbc6,company_0018,Jackson-Murphy,smb,37782.45,vendor_0094,Hill-Lopez,hardware_equipment,low,348.54,USD,wire_transfer,operations,2026-06-18T15:48:00+00:00,False
4b6e90bd-059c-48b7-9b98-70e7c2e138e2,company_0001,Rangel Inc,mid_market,143699.29,vendor_0061,Salazar-Lee,office_supplies,low,1253.45,USD,wire_transfer,it,2026-06-12T10:41:00+00:00,False
89a46582-61cb-45c7-afcf-9712493dd85b,company_0033,Hughes-Scott,enterprise,2651604.82,vendor_0048,"Rodriguez, Barnes and Smith",telecom_internet,low,33327.26,USD,corporate_card,marketing,2026-05-08T14:09:00+00:00,False
0aa9bd42-65ec-4282-aa08-7b7e55782793,company_0002,Smith Inc,smb,40437.26,vendor_0043,"Mckinney, Perkins and Burnett",travel,medium,228.54,USD,corporate_card,legal,2026-05-28T12:15:00+00:00,False
47893bed-1ccb-4d10-883e-b9f8ca43ea53,company_0008,Gardner-Lee,mid_market,317272.79,vendor_0025,Harrington-Arellano,hardware_equipment,low,1969.69,USD,ach_transfer,operations,2026-05-05T19:00:00+00:00,False
daaf26d4-157a-4339-b4f6-96a2bcfb9027,company_0005,Rice-Peterson,mid_market,323785.59,vendor_0065,"Henderson, Young and Williams",hardware_equipment,medium,4004.76,USD,corporate_card,operations,2026-06-03T12:42:00+00:00,False
babe306b-a5ed-4187-830d-9f80596cc115,company_0007,Williams Inc,mid_market,437078.7,vendor_0037,Lam PLC,hardware_equipment,low,3305.13,USD,corporate_card,engineering,2026-07-02T16:48:00+00:00,False
6521df69-b2eb-43ff-b8fb-b8b6d8c08675,company_0000,"Gay, Williams and Wood",smb,27514.68,vendor_0110,Brown-Jones,travel,low,253.95,USD,ach_transfer,hr,2026-06-12T08:57:00+00:00,False
cdf66602-4bd4-4dc5-bad1-047ab7703e69,company_0009,Thompson and Sons,smb,42541.86,vendor_0030,Brown Ltd,travel,medium,351.54,USD,ach_transfer,hr,2026-04-10T10:54:00+00:00,False
0a617dbb-8f8c-468f-9299-a7f78664531c,company_0011,"Rollins, Johnson and Brown",mid_market,256958.53,vendor_0032,Fisher Ltd,payroll_services,low,1887.4,USD,direct_debit,operations,2026-04-24T14:16:00+00:00,False
f5e345e2-f19e-42ed-a240-fcbdbd08b6ad,company_0024,Johnson and Sons,enterprise,2185595.3,vendor_0002,Cole PLC,facilities_utilities,medium,35302.76,USD,ach_transfer,engineering,2026-04-17T09:38:00+00:00,False
02e4a3e7-ba5b-401f-bf7e-f3e73f6fd7d4,company_0015,"Vargas, Davis and Stanley",enterprise,2644261.36,vendor_0046,Wilson PLC,office_supplies,medium,27455.86,USD,wire_transfer,legal,2026-04-13T15:06:00+00:00,False
3206f26a-b4e6-44c6-894e-6bf95df1ebd6,company_0031,Green PLC,smb,22785.86,vendor_0103,Webb-Camacho,telecom_internet,low,210.18,USD,direct_debit,sales,2026-04-22T17:49:00+00:00,False
094bf26c-9434-497d-a423-4123a31d6037,company_0008,Gardner-Lee,mid_market,317272.79,vendor_0018,Coffey LLC,telecom_internet,low,3764.97,USD,ach_transfer,hr,2026-04-08T14:30:00+00:00,False
178e9f77-f34a-4ecd-b522-9a23860b376e,company_0037,White-Lee,smb,34893.35,vendor_0063,Ingram-Howard,professional_services,medium,265.33,USD,ach_transfer,finance,2026-05-22T10:32:00+00:00,False
7f6635ab-6cf5-4bc4-b623-82b548d4ee1c,company_0014,Ramirez Inc,mid_market,169565.55,vendor_0031,Vasquez-Ray,telecom_internet,low,1239.74,USD,wire_transfer,it,2026-05-01T17:18:00+00:00,False
fd330b49-d79d-4214-ae84-df8533956ad3,company_0002,Smith Inc,smb,40437.26,vendor_0084,"Carlson, Carroll and Mendoza",facilities_utilities,low,539.2,USD,corporate_card,engineering,2026-04-17T12:12:00+00:00,False
a5ce0c14-a706-4a11-a158-f8f651d1f197,company_0021,Wagner-Dillon,mid_market,61445.11,vendor_0087,Short Inc,professional_services,low,116.11,USD,wire_transfer,finance,2026-07-02T09:03:00+00:00,False
9ce1e2b7-a8e0-4e92-bc09-6186b475f588,company_0031,Green PLC,smb,22785.86,vendor_0036,"Rubio, Young and Barnes",office_supplies,low,202.5,USD,wire_transfer,marketing,2026-06-09T15:16:00+00:00,False
88cd6b19-b42c-4828-a9a4-141a1c2b6325,company_0010,Brown-Horn,mid_market,193118.52,vendor_0001,Nelson-Perez,telecom_internet,low,1047.37,USD,direct_debit,it,2026-06-05T17:44:00+00:00,False
cf6b6ae5-b8d9-4f48-ad46-f09b186d60b7,company_0033,Hughes-Scott,enterprise,2651604.82,vendor_0014,Mcdonald Group,saas_software,low,33675.74,USD,corporate_card,it,2026-04-17T09:57:00+00:00,False
5e8e0fed-e978-4e5c-9f1c-da49ce3f5333,company_0039,"Heath, Lee and Ortiz",enterprise,1299488.96,vendor_0097,Martin LLC,professional_services,low,14170.5,USD,direct_debit,it,2026-04-08T13:33:00+00:00,False
b644e17e-1786-4176-bb6a-d98a37b493bf,company_0016,Franco LLC,enterprise,2567874.84,vendor_0033,Wright-Garcia,logistics_shipping,low,25947.36,USD,direct_debit,operations,2026-06-17T01:09:00+00:00,False
094cb9b8-156d-402e-885d-1546f0a7e31e,company_0021,Wagner-Dillon,mid_market,61445.11,vendor_0071,"Shaw, Moore and Anderson",office_supplies,low,693.05,USD,direct_debit,finance,2026-05-29T13:38:00+00:00,False
602e1aa2-8895-49fb-a202-d7803494df72,company_0027,Booth-Sheppard,mid_market,180480.79,vendor_0112,Pitts-Torres,professional_services,medium,380.05,USD,direct_debit,marketing,2026-07-02T13:12:00+00:00,False
fa278971-d049-40dc-a302-f16bb38d1c31,company_0025,Rodriguez Ltd,smb,44112.76,vendor_0023,"Cox, Maddox and Taylor",facilities_utilities,low,309.81,USD,corporate_card,hr,2026-06-18T10:47:00+00:00,False
664aebda-be1a-4443-a978-fa8b459d110a,company_0038,Clements-Martinez,smb,10403.11,vendor_0079,"Garner, Adams and James",hardware_equipment,low,212.09,USD,corporate_card,hr,2026-04-06T12:06:00+00:00,False
3484e3f4-2e34-4f4d-83f4-bbb52ef1fc86,company_0016,Franco LLC,enterprise,2567874.84,vendor_0073,"Combs, Wagner and Dalton",logistics_shipping,medium,24825.54,USD,wire_transfer,finance,2026-05-04T10:15:00+00:00,False
4a2f5971-b645-46c4-ace9-5cd1f5d07f3e,company_0015,"Vargas, Davis and Stanley",enterprise,2644261.36,vendor_0114,Horton Ltd,logistics_shipping,medium,28832.96,USD,direct_debit,sales,2026-05-01T16:50:00+00:00,False
37c94aed-5614-4274-b072-502b72486476,company_0037,White-Lee,smb,34893.35,vendor_0087,Short Inc,professional_services,low,479.41,USD,direct_debit,legal,2026-06-19T09:18:00+00:00,False
8e570fd6-3154-4973-802e-b3eaf6b63e9c,company_0025,Rodriguez Ltd,smb,44112.76,vendor_0085,Clark Group,travel,medium,424.36,USD,wire_transfer,operations,2026-06-18T11:17:00+00:00,False
8c685c52-d16a-4756-8ab4-f2210db9f218,company_0024,Johnson and Sons,enterprise,2185595.3,vendor_0102,Morse-Barry,hardware_equipment,low,24504.04,USD,ach_transfer,marketing,2026-04-16T17:36:00+00:00,False
0793d489-33da-4d5c-a8ef-126a7d803235,company_0002,Smith Inc,smb,40437.26,vendor_0027,Jones Ltd,professional_services,low,287.77,USD,wire_transfer,hr,2026-04-17T15:10:00+00:00,False
e01eb578-b792-4755-a61e-ea6b6db492d9,company_0025,Rodriguez Ltd,smb,44112.76,vendor_0110,Brown-Jones,travel,low,582.01,USD,direct_debit,engineering,2026-06-12T15:32:00+00:00,False
2ed2586f-1959-4a55-ba35-f3ca960593e4,company_0018,Jackson-Murphy,smb,37782.45,vendor_0032,Fisher Ltd,payroll_services,low,125.29,USD,direct_debit,engineering,2026-04-16T19:49:00+00:00,False
3ce78380-eb8b-4785-bab0-98faa134a39a,company_0036,Haley-Martinez,enterprise,1862413.98,vendor_0074,Livingston Group,facilities_utilities,medium,17805.6,USD,direct_debit,marketing,2026-05-22T17:06:00+00:00,False
ee3bafd4-4b62-456a-9c75-e4da64477621,company_0025,Rodriguez Ltd,smb,44112.76,vendor_0010,"Schultz, White and Dennis",logistics_shipping,medium,339.22,USD,corporate_card,hr,2026-06-12T13:43:00+00:00,False
90728e5f-8da7-4717-9540-4842c61aa8ea,company_0002,Smith Inc,smb,40437.26,vendor_0089,Zavala-Gutierrez,office_supplies,medium,587.98,USD,ach_transfer,hr,2026-04-09T11:32:00+00:00,False
bc596af7-a52c-4f46-9b76-bc224586ea23,company_0007,Williams Inc,mid_market,437078.7,vendor_0007,Mcdaniel-Phillips,logistics_shipping,low,5981.46,USD,direct_debit,marketing,2026-04-09T08:09:00+00:00,False
b07f9975-025e-4375-a910-ce7c0a6af49d,company_0036,Haley-Martinez,enterprise,1862413.98,vendor_0035,"Bailey, Stanley and Moore",telecom_internet,low,19252.12,USD,corporate_card,it,2026-05-29T17:22:00+00:00,False
82e2a3cd-d4e4-494e-a26e-39a740315865,company_0006,Navarro LLC,mid_market,314986.41,vendor_0107,Orozco-Morrison,saas_software,high,4770.13,USD,ach_transfer,hr,2026-05-03T05:32:00+00:00,False
19f49ed6-5248-4912-94d6-9e9fe1a0a50b,company_0011,"Rollins, Johnson and Brown",mid_market,256958.53,vendor_0008,Foster PLC,facilities_utilities,high,3484.53,USD,ach_transfer,operations,2026-06-24T04:54:00+00:00,False
b61d34b5-c69a-4d03-9c01-b0871c0955f3,company_0033,Hughes-Scott,enterprise,2651604.82,vendor_0090,"Gutierrez, Martin and Thornton",professional_services,low,30322.21,USD,direct_debit,finance,2026-07-03T20:48:00+00:00,False
d81faf45-6bd9-4e11-a6ce-1f7993c35eaa,company_0030,"Duran, King and Stevens",mid_market,492986.88,vendor_0042,"Benton, Villarreal and Howard",logistics_shipping,medium,7162.19,USD,wire_transfer,legal,2026-06-05T16:01:00+00:00,False
d293bec6-1f78-4af7-ae2c-43b34cf17635,company_0007,Williams Inc,mid_market,437078.7,vendor_0114,Horton Ltd,logistics_shipping,medium,5193.43,USD,wire_transfer,legal,2026-04-03T12:44:00+00:00,False
23b06532-295d-4131-b9eb-592c9bbf3902,company_0016,Franco LLC,enterprise,2567874.84,vendor_0035,"Bailey, Stanley and Moore",telecom_internet,low,34694.08,USD,direct_debit,engineering,2026-06-10T09:31:00+00:00,False
bdf4f2a5-2193-4bc6-9934-66c2bafb9b28,company_0029,Salinas LLC,enterprise,3713828.26,vendor_0092,Nguyen-Davis,payroll_services,low,19379.94,USD,wire_transfer,engineering,2026-04-30T01:01:00+00:00,False
e4d452c6-9e69-4fd2-97d9-5e0b26d4caa7,company_0034,Scott Inc,mid_market,214672.68,vendor_0029,Madden-Lewis,hardware_equipment,low,817.32,USD,wire_transfer,marketing,2026-06-02T19:57:00+00:00,False
88b0e8d6-40c8-448c-86c2-3d4c953eff4c,company_0023,"Murphy, Gill and Rubio",enterprise,1002863.24,vendor_0040,Lewis-Anderson,travel,low,15243.34,USD,ach_transfer,engineering,2026-06-19T12:23:00+00:00,False
b3cae09f-9fce-4a8b-9aea-7855c5654777,company_0013,"Jones, Turner and Garrison",mid_market,312830.36,vendor_0027,Jones Ltd,professional_services,low,3818.36,USD,ach_transfer,finance,2026-06-12T13:10:00+00:00,False
c4214edb-c9f9-4ba1-a861-729ab6675d00,company_0001,Rangel Inc,mid_market,143699.29,vendor_0023,"Cox, Maddox and Taylor",facilities_utilities,low,1441.83,USD,direct_debit,operations,2026-05-29T15:18:00+00:00,False
9ab713fc-5c9b-4ae5-a005-01f13417aabe,company_0026,"Arnold, Collins and Sandoval",enterprise,3234658.92,vendor_0032,Fisher Ltd,payroll_services,low,68913.35,USD,ach_transfer,finance,2026-04-16T17:57:00+00:00,False
30c4e5c7-dc5a-467a-9064-7dc0df38b42c,company_0023,"Murphy, Gill and Rubio",enterprise,1002863.24,vendor_0083,Robinson Ltd,telecom_internet,low,9246.74,USD,corporate_card,operations,2026-06-17T23:18:00+00:00,False
5fae7552-b918-4d67-8f2a-7d19558ed911,company_0026,"Arnold, Collins and Sandoval",enterprise,3234658.92,vendor_0118,"Macdonald, Davis and Rodriguez",facilities_utilities,low,11619.92,USD,wire_transfer,engineering,2026-04-17T08:39:00+00:00,False
fa5d6652-cc45-4c63-91ec-af1edd985eef,company_0033,Hughes-Scott,enterprise,2651604.82,vendor_0030,Brown Ltd,travel,medium,37697.6,USD,corporate_card,legal,2026-06-23T17:03:00+00:00,False
329704ee-4f48-4e6a-8f07-6fec277158eb,company_0030,"Duran, King and Stevens",mid_market,492986.88,vendor_0105,"Short, Davis and Miller",payroll_services,low,6778.79,USD,ach_transfer,it,2026-05-29T00:38:00+00:00,False
5d76b1f6-c189-4278-843d-93bd784e2a42,company_0018,Jackson-Murphy,smb,37782.45,vendor_0105,"Short, Davis and Miller",payroll_services,low,417.51,USD,corporate_card,operations,2026-04-23T12:27:00+00:00,False
a23558f3-59a0-43f4-b265-d22d1a53e04e,company_0032,"Smith, Johnson and Oconnor",enterprise,3911134.67,vendor_0063,Ingram-Howard,professional_services,medium,57419.81,USD,direct_debit,finance,2026-05-29T17:21:00+00:00,False
e12c2dcb-c60c-4bf9-b5bf-64a2011b2ed8,company_0011,"Rollins, Johnson and Brown",mid_market,256958.53,vendor_0081,"Andrade, Lopez and King",logistics_shipping,medium,2990.24,USD,wire_transfer,legal,2026-05-14T14:40:00+00:00,False
45bfdaeb-3f40-42ab-a2f2-70e8040e598b,company_0017,Hernandez LLC,mid_market,87348.99,vendor_0037,Lam PLC,hardware_equipment,low,1375.07,USD,corporate_card,sales,2026-05-22T17:55:00+00:00,False
f252b7f6-b335-4dd9-821e-c27001a0b117,company_0021,Wagner-Dillon,mid_market,61445.11,vendor_0072,Rhodes-Rice,travel,low,1001.49,USD,ach_transfer,marketing,2026-04-14T10:13:00+00:00,False
46e25021-ec7c-427a-b310-3f0e19d89d44,company_0013,"Jones, Turner and Garrison",mid_market,312830.36,vendor_0098,"Smith, Macias and Hawkins",office_supplies,low,2841.12,USD,ach_transfer,engineering,2026-05-29T17:54:00+00:00,False
59d63333-0f25-40b0-a7c9-d3aa6eb2411b,company_0024,Johnson and Sons,enterprise,2185595.3,vendor_0060,Reed-Harris,telecom_internet,low,34483.45,USD,direct_debit,marketing,2026-04-08T22:38:00+00:00,False
441275ef-339e-4e59-9595-40fb47e88dc6,company_0005,Rice-Peterson,mid_market,323785.59,vendor_0068,Anderson-Bailey,saas_software,low,3721.26,USD,ach_transfer,hr,2026-05-28T17:36:00+00:00,False
b0b7cd4b-450e-4ba0-8f07-1bb8d04fccef,company_0030,"Duran, King and Stevens",mid_market,492986.88,vendor_0003,"Pierce, Stevens and Hart",advertising_marketing,low,6131.65,USD,wire_transfer,marketing,2026-05-12T08:28:00+00:00,False
