Date,Product_ID,Product_Category,Sales_Amount,Quantity_Sold,Store_Location
2023-01-04 08:00:00,P80,Electronics,124.0,1,New York
2023-01-04 09:00:00,P81,Clothing,139.3,2,Los Angeles
2023-01-04 10:00:00,P82,Groceries,154.6,3,San Francisco
2023-01-04 11:00:00,P83,Home Decor,169.9,4,Miami
2023-01-04 12:00:00,P84,Electronics,185.2,5,Houston
2023-01-04 13:00:00,P85,Clothing,200.5,1,New York
2023-01-04 14:00:00,P86,Groceries,215.8,2,Los Angeles
2023-01-04 15:00:00,P87,Home Decor,231.1,3,San Francisco
2023-01-04 16:00:00,P88,Electronics,246.4,4,Miami
2023-01-04 17:00:00,P89,Clothing,261.7,5,Houston
2023-01-04 18:00:00,P90,Groceries,127.0,1,New York
2023-01-04 19:00:00,P91,Home Decor,142.3,2,Los Angeles
2023-01-04 20:00:00,P92,Electronics,157.6,3,San Francisco
2023-01-04 21:00:00,P93,Clothing,172.9,4,Miami
2023-01-04 22:00:00,P94,Groceries,188.2,5,Houston
2023-01-04 23:00:00,P95,Home Decor,203.5,1,New York
2023-01-05 00:00:00,P96,Electronics,218.8,2,Los Angeles
2023-01-05 01:00:00,P97,Clothing,234.1,3,San Francisco
2023-01-05 02:00:00,P98,Groceries,249.4,4,Miami
2023-01-05 03:00:00,P99,Home Decor,264.7,5,Houston
2023-01-05 04:00:00,P0,Electronics,130.0,1,New York
2023-01-05 05:00:00,P1,Clothing,145.3,2,Los Angeles
2023-01-05 06:00:00,P2,Groceries,160.6,3,San Francisco
2023-01-05 07:00:00,P3,Home Decor,175.9,4,Miami
2023-01-05 08:00:00,P4,Electronics,191.2,5,Houston
2023-01-05 09:00:00,P5,Clothing,206.5,1,New York
2023-01-05 10:00:00,P6,Groceries,221.8,2,Los Angeles
2023-01-05 11:00:00,P7,Home Decor,237.1,3,San Francisco
2023-01-05 12:00:00,P8,Electronics,252.4,4,Miami
2023-01-05 13:00:00,P9,Clothing,267.7,5,Houston
2023-01-05 14:00:00,P10,Groceries,133.0,1,New York
2023-01-05 15:00:00,P11,Home Decor,148.3,2,Los Angeles
2023-01-05 16:00:00,P12,Electronics,163.6,3,San Francisco
2023-01-05 17:00:00,P13,Clothing,178.9,4,Miami
2023-01-05 18:00:00,P14,Groceries,194.2,5,Houston
2023-01-05 19:00:00,P15,Home Decor,209.5,1,New York
2023-01-05 20:00:00,P16,Electronics,224.8,2,Los Angeles
2023-01-05 21:00:00,P17,Clothing,240.1,3,San Francisco
2023-01-05 22:00:00,P18,Groceries,255.4,4,Miami
2023-01-05 23:00:00,P19,Home Decor,270.7,5,Houston
2023-01-06 00:00:00,P20,Electronics,136.0,1,New York
2023-01-06 01:00:00,P21,Clothing,151.3,2,Los Angeles
2023-01-06 02:00:00,P22,Groceries,166.6,3,San Francisco
2023-01-06 03:00:00,P23,Home Decor,181.9,4,Miami
2023-01-06 04:00:00,P24,Electronics,197.2,5,Houston
2023-01-06 05:00:00,P25,Clothing,212.5,1,New York
2023-01-06 06:00:00,P26,Groceries,227.8,2,Los Angeles
2023-01-06 07:00:00,P27,Home Decor,243.1,3,San Francisco
2023-01-06 08:00:00,P28,Electronics,258.4,4,Miami
2023-01-06 09:00:00,P29,Clothing,273.7,5,Houston
2023-01-06 10:00:00,P30,Groceries,139.0,1,New York
2023-01-06 11:00:00,P31,Home Decor,154.3,2,Los Angeles
2023-01-06 12:00:00,P32,Electronics,169.6,3,San Francisco
2023-01-06 13:00:00,P33,Clothing,184.9,4,Miami
2023-01-06 14:00:00,P34,Groceries,200.2,5,Houston
2023-01-06 15:00:00,P35,Home Decor,215.5,1,New York
2023-01-06 16:00:00,P36,Electronics,230.8,2,Los Angeles
2023-01-06 17:00:00,P37,Clothing,246.1,3,San Francisco
2023-01-06 18:00:00,P38,Groceries,261.4,4,Miami
2023-01-06 19:00:00,P39,Home Decor,276.7,5,Houston
2023-01-06 20:00:00,P40,Electronics,142.0,1,New York
2023-01-06 21:00:00,P41,Clothing,157.3,2,Los Angeles
2023-01-06 22:00:00,P42,Groceries,172.6,3,San Francisco
2023-01-06 23:00:00,P43,Home Decor,187.9,4,Miami
2023-01-07 00:00:00,P44,Electronics,203.2,5,Houston
2023-01-07 01:00:00,P45,Clothing,218.5,1,New York
2023-01-07 02:00:00,P46,Groceries,233.8,2,Los Angeles
2023-01-07 03:00:00,P47,Home Decor,249.1,3,San Francisco
2023-01-07 04:00:00,P48,Electronics,264.4,4,Miami
2023-01-07 05:00:00,P49,Clothing,279.7,5,Houston
2023-01-07 06:00:00,P50,Groceries,145.0,1,New York
2023-01-07 07:00:00,P51,Home Decor,160.3,2,Los Angeles
2023-01-07 08:00:00,P52,Electronics,175.6,3,San Francisco
2023-01-07 09:00:00,P53,Clothing,190.9,4,Miami
2023-01-07 10:00:00,P54,Groceries,206.2,5,Houston
2023-01-07 11:00:00,P55,Home Decor,221.5,1,New York
2023-01-07 12:00:00,P56,Electronics,236.8,2,Los Angeles
2023-01-07 13:00:00,P57,Clothing,252.1,3,San Francisco
2023-01-07 14:00:00,P58,Groceries,267.4,4,Miami
2023-01-07 15:00:00,P59,Home Decor,282.7,5,Houston
2023-01-07 16:00:00,P60,Electronics,148.0,1,New York
2023-01-07 17:00:00,P61,Clothing,163.3,2,Los Angeles
2023-01-07 18:00:00,P62,Groceries,178.6,3,San Francisco
2023-01-07 19:00:00,P63,Home Decor,193.9,4,Miami
2023-01-07 20:00:00,P64,Electronics,209.2,5,Houston
2023-01-07 21:00:00,P65,Clothing,224.5,1,New York
2023-01-07 22:00:00,P66,Groceries,239.8,2,Los Angeles
2023-01-07 23:00:00,P67,Home Decor,255.1,3,San Francisco
2023-01-08 00:00:00,P68,Electronics,270.4,4,Miami
2023-01-08 01:00:00,P69,Clothing,285.7,5,Houston
2023-01-08 02:00:00,P70,Groceries,151.0,1,New York
2023-01-08 03:00:00,P71,Home Decor,166.3,2,Los Angeles
2023-01-08 04:00:00,P72,Electronics,181.6,3,San Francisco
2023-01-08 05:00:00,P73,Clothing,196.9,4,Miami
2023-01-08 06:00:00,P74,Groceries,212.2,5,Houston
2023-01-08 07:00:00,P75,Home Decor,227.5,1,New York
2023-01-08 08:00:00,P76,Electronics,242.8,2,Los Angeles
2023-01-08 09:00:00,P77,Clothing,258.1,3,San Francisco
2023-01-08 10:00:00,P78,Groceries,273.4,4,Miami
2023-01-08 11:00:00,P79,Home Decor,288.7,5,Houston
2023-01-08 12:00:00,P80,Electronics,154.0,1,New York
2023-01-08 13:00:00,P81,Clothing,169.3,2,Los Angeles
2023-01-08 14:00:00,P82,Groceries,184.6,3,San Francisco
2023-01-08 15:00:00,P83,Home Decor,199.9,4,Miami
2023-01-08 16:00:00,P84,Electronics,215.2,5,Houston
2023-01-08 17:00:00,P85,Clothing,230.5,1,New York
2023-01-08 18:00:00,P86,Groceries,245.8,2,Los Angeles
2023-01-08 19:00:00,P87,Home Decor,261.1,3,San Francisco
2023-01-08 20:00:00,P88,Electronics,276.4,4,Miami
2023-01-08 21:00:00,P89,Clothing,291.7,5,Houston
2023-01-08 22:00:00,P90,Groceries,157.0,1,New York
2023-01-08 23:00:00,P91,Home Decor,172.3,2,Los Angeles
2023-01-09 00:00:00,P92,Electronics,187.6,3,San Francisco
2023-01-09 01:00:00,P93,Clothing,202.9,4,Miami
2023-01-09 02:00:00,P94,Groceries,218.2,5,Houston
2023-01-09 03:00:00,P95,Home Decor,233.5,1,New York
2023-01-09 04:00:00,P96,Electronics,248.8,2,Los Angeles
2023-01-09 05:00:00,P97,Clothing,264.1,3,San Francisco
2023-01-09 06:00:00,P98,Groceries,279.4,4,Miami
2023-01-09 07:00:00,P99,Home Decor,294.7,5,Houston
2023-01-09 08:00:00,P0,Electronics,160.0,1,New York
2023-01-09 09:00:00,P1,Clothing,175.3,2,Los Angeles
2023-01-09 10:00:00,P2,Groceries,190.6,3,San Francisco
2023-01-09 11:00:00,P3,Home Decor,205.9,4,Miami
2023-01-09 12:00:00,P4,Electronics,221.2,5,Houston
2023-01-09 13:00:00,P5,Clothing,236.5,1,New York
2023-01-09 14:00:00,P6,Groceries,251.8,2,Los Angeles
2023-01-09 15:00:00,P7,Home Decor,267.1,3,San Francisco
2023-01-09 16:00:00,P8,Electronics,282.4,4,Miami
2023-01-09 17:00:00,P9,Clothing,297.7,5,Houston
2023-01-09 18:00:00,P10,Groceries,163.0,1,New York
2023-01-09 19:00:00,P11,Home Decor,178.3,2,Los Angeles
2023-01-09 20:00:00,P12,Electronics,193.6,3,San Francisco
2023-01-09 21:00:00,P13,Clothing,208.9,4,Miami
2023-01-09 22:00:00,P14,Groceries,224.2,5,Houston
2023-01-09 23:00:00,P15,Home Decor,239.5,1,New York
2023-01-10 00:00:00,P16,Electronics,254.8,2,Los Angeles
2023-01-10 01:00:00,P17,Clothing,270.1,3,San Francisco
2023-01-10 02:00:00,P18,Groceries,285.4,4,Miami
2023-01-10 03:00:00,P19,Home Decor,300.7,5,Houston
2023-01-10 04:00:00,P20,Electronics,166.0,1,New York
2023-01-10 05:00:00,P21,Clothing,181.3,2,Los Angeles
2023-01-10 06:00:00,P22,Groceries,196.6,3,San Francisco
2023-01-10 07:00:00,P23,Home Decor,211.9,4,Miami
2023-01-10 08:00:00,P24,Electronics,227.2,5,Houston
2023-01-10 09:00:00,P25,Clothing,242.5,1,New York
2023-01-10 10:00:00,P26,Groceries,257.8,2,Los Angeles
2023-01-10 11:00:00,P27,Home Decor,273.1,3,San Francisco
2023-01-10 12:00:00,P28,Electronics,288.4,4,Miami
2023-01-10 13:00:00,P29,Clothing,303.7,5,Houston
2023-01-10 14:00:00,P30,Groceries,169.0,1,New York
2023-01-10 15:00:00,P31,Home Decor,184.3,2,Los Angeles
2023-01-10 16:00:00,P32,Electronics,199.6,3,San Francisco
2023-01-10 17:00:00,P33,Clothing,214.9,4,Miami
2023-01-10 18:00:00,P34,Groceries,230.2,5,Houston
2023-01-10 19:00:00,P35,Home Decor,245.5,1,New York
2023-01-10 20:00:00,P36,Electronics,260.8,2,Los Angeles
2023-01-10 21:00:00,P37,Clothing,276.1,3,San Francisco
2023-01-10 22:00:00,P38,Groceries,291.4,4,Miami
2023-01-10 23:00:00,P39,Home Decor,306.7,5,Houston
2023-01-11 00:00:00,P40,Electronics,172.0,1,New York
2023-01-11 01:00:00,P41,Clothing,187.3,2,Los Angeles
2023-01-11 02:00:00,P42,Groceries,202.6,3,San Francisco
2023-01-11 03:00:00,P43,Home Decor,217.9,4,Miami
2023-01-11 04:00:00,P44,Electronics,233.2,5,Houston
2023-01-11 05:00:00,P45,Clothing,248.5,1,New York
2023-01-11 06:00:00,P46,Groceries,263.8,2,Los Angeles
2023-01-11 07:00:00,P47,Home Decor,279.1,3,San Francisco
2023-01-11 08:00:00,P48,Electronics,294.4,4,Miami
2023-01-11 09:00:00,P49,Clothing,309.7,5,Houston
2023-01-11 10:00:00,P50,Groceries,175.0,1,New York
2023-01-11 11:00:00,P51,Home Decor,190.3,2,Los Angeles
2023-01-11 12:00:00,P52,Electronics,205.6,3,San Francisco
2023-01-11 13:00:00,P53,Clothing,220.9,4,Miami
2023-01-11 14:00:00,P54,Groceries,236.2,5,Houston
2023-01-11 15:00:00,P55,Home Decor,251.5,1,New York
2023-01-11 16:00:00,P56,Electronics,266.8,2,Los Angeles
2023-01-11 17:00:00,P57,Clothing,282.1,3,San Francisco
2023-01-11 18:00:00,P58,Groceries,297.4,4,Miami
2023-01-11 19:00:00,P59,Home Decor,312.7,5,Houston
2023-01-11 20:00:00,P60,Electronics,178.0,1,New York
2023-01-11 21:00:00,P61,Clothing,193.3,2,Los Angeles
2023-01-11 22:00:00,P62,Groceries,208.6,3,San Francisco
2023-01-11 23:00:00,P63,Home Decor,223.9,4,Miami
2023-01-12 00:00:00,P64,Electronics,239.2,5,Houston
2023-01-12 01:00:00,P65,Clothing,254.5,1,New York
2023-01-12 02:00:00,P66,Groceries,269.8,2,Los Angeles
2023-01-12 03:00:00,P67,Home Decor,285.1,3,San Francisco
2023-01-12 04:00:00,P68,Electronics,300.4,4,Miami
2023-01-12 05:00:00,P69,Clothing,315.7,5,Houston
2023-01-12 06:00:00,P70,Groceries,181.0,1,New York
2023-01-12 07:00:00,P71,Home Decor,196.3,2,Los Angeles
2023-01-12 08:00:00,P72,Electronics,211.6,3,San Francisco
2023-01-12 09:00:00,P73,Clothing,226.9,4,Miami
2023-01-12 10:00:00,P74,Groceries,242.2,5,Houston
2023-01-12 11:00:00,P75,Home Decor,257.5,1,New York
2023-01-12 12:00:00,P76,Electronics,272.8,2,Los Angeles
2023-01-12 13:00:00,P77,Clothing,288.1,3,San Francisco
2023-01-12 14:00:00,P78,Groceries,303.4,4,Miami
2023-01-12 15:00:00,P79,Home Decor,318.7,5,Houston
2023-01-12 16:00:00,P80,Electronics,184.0,1,New York
2023-01-12 17:00:00,P81,Clothing,199.3,2,Los Angeles
2023-01-12 18:00:00,P82,Groceries,214.6,3,San Francisco
2023-01-12 19:00:00,P83,Home Decor,229.9,4,Miami
2023-01-12 20:00:00,P84,Electronics,245.2,5,Houston
2023-01-12 21:00:00,P85,Clothing,260.5,1,New York
2023-01-12 22:00:00,P86,Groceries,275.8,2,Los Angeles
2023-01-12 23:00:00,P87,Home Decor,291.1,3,San Francisco
2023-01-13 00:00:00,P88,Electronics,306.4,4,Miami
2023-01-13 01:00:00,P89,Clothing,321.7,5,Houston
2023-01-13 02:00:00,P90,Groceries,187.0,1,New York
2023-01-13 03:00:00,P91,Home Decor,202.3,2,Los Angeles
2023-01-13 04:00:00,P92,Electronics,217.6,3,San Francisco
2023-01-13 05:00:00,P93,Clothing,232.9,4,Miami
2023-01-13 06:00:00,P94,Groceries,248.2,5,Houston
2023-01-13 07:00:00,P95,Home Decor,263.5,1,New York
2023-01-13 08:00:00,P96,Electronics,278.8,2,Los Angeles
2023-01-13 09:00:00,P97,Clothing,294.1,3,San Francisco
2023-01-13 10:00:00,P98,Groceries,309.4,4,Miami
2023-01-13 11:00:00,P99,Home Decor,324.7,5,Houston
2023-01-13 12:00:00,P0,Electronics,190.0,1,New York
2023-01-13 13:00:00,P1,Clothing,205.3,2,Los Angeles
2023-01-13 14:00:00,P2,Groceries,220.6,3,San Francisco
2023-01-13 15:00:00,P3,Home Decor,235.9,4,Miami
2023-01-13 16:00:00,P4,Electronics,251.2,5,Houston
2023-01-13 17:00:00,P5,Clothing,266.5,1,New York
2023-01-13 18:00:00,P6,Groceries,281.8,2,Los Angeles
2023-01-13 19:00:00,P7,Home Decor,297.1,3,San Francisco
2023-01-13 20:00:00,P8,Electronics,312.4,4,Miami
2023-01-13 21:00:00,P9,Clothing,327.7,5,Houston
2023-01-13 22:00:00,P10,Groceries,193.0,1,New York
2023-01-13 23:00:00,P11,Home Decor,208.3,2,Los Angeles
2023-01-14 00:00:00,P12,Electronics,223.6,3,San Francisco
2023-01-14 01:00:00,P13,Clothing,238.9,4,Miami
2023-01-14 02:00:00,P14,Groceries,254.2,5,Houston
2023-01-14 03:00:00,P15,Home Decor,269.5,1,New York
2023-01-14 04:00:00,P16,Electronics,284.8,2,Los Angeles
2023-01-14 05:00:00,P17,Clothing,300.1,3,San Francisco
2023-01-14 06:00:00,P18,Groceries,315.4,4,Miami
2023-01-14 07:00:00,P19,Home Decor,330.7,5,Houston
2023-01-14 08:00:00,P20,Electronics,196.0,1,New York
2023-01-14 09:00:00,P21,Clothing,211.3,2,Los Angeles
2023-01-14 10:00:00,P22,Groceries,226.6,3,San Francisco
2023-01-14 11:00:00,P23,Home Decor,241.9,4,Miami
2023-01-14 12:00:00,P24,Electronics,257.2,5,Houston
2023-01-14 13:00:00,P25,Clothing,272.5,1,New York
2023-01-14 14:00:00,P26,Groceries,287.8,2,Los Angeles
2023-01-14 15:00:00,P27,Home Decor,303.1,3,San Francisco
2023-01-14 16:00:00,P28,Electronics,318.4,4,Miami
2023-01-14 17:00:00,P29,Clothing,333.7,5,Houston
2023-01-14 18:00:00,P30,Groceries,199.0,1,New York
2023-01-14 19:00:00,P31,Home Decor,214.3,2,Los Angeles
2023-01-14 20:00:00,P32,Electronics,229.6,3,San Francisco
2023-01-14 21:00:00,P33,Clothing,244.9,4,Miami
2023-01-14 22:00:00,P34,Groceries,260.2,5,Houston
2023-01-14 23:00:00,P35,Home Decor,275.5,1,New York
2023-01-15 00:00:00,P36,Electronics,290.8,2,Los Angeles
2023-01-15 01:00:00,P37,Clothing,306.1,3,San Francisco
2023-01-15 02:00:00,P38,Groceries,321.4,4,Miami
2023-01-15 03:00:00,P39,Home Decor,336.7,5,Houston
2023-01-15 04:00:00,P40,Electronics,202.0,1,New York
2023-01-15 05:00:00,P41,Clothing,217.3,2,Los Angeles
2023-01-15 06:00:00,P42,Groceries,232.6,3,San Francisco
2023-01-15 07:00:00,P43,Home Decor,247.9,4,Miami
2023-01-15 08:00:00,P44,Electronics,263.2,5,Houston
2023-01-15 09:00:00,P45,Clothing,278.5,1,New York
2023-01-15 10:00:00,P46,Groceries,293.8,2,Los Angeles
2023-01-15 11:00:00,P47,Home Decor,309.1,3,San Francisco
2023-01-15 12:00:00,P48,Electronics,324.4,4,Miami
2023-01-15 13:00:00,P49,Clothing,339.7,5,Houston
2023-01-15 14:00:00,P50,Groceries,205.0,1,New York
2023-01-15 15:00:00,P51,Home Decor,220.3,2,Los Angeles
2023-01-15 16:00:00,P52,Electronics,235.6,3,San Francisco
2023-01-15 17:00:00,P53,Clothing,250.9,4,Miami
2023-01-15 18:00:00,P54,Groceries,266.2,5,Houston
2023-01-15 19:00:00,P55,Home Decor,281.5,1,New York
2023-01-15 20:00:00,P56,Electronics,296.8,2,Los Angeles
2023-01-15 21:00:00,P57,Clothing,312.1,3,San Francisco
2023-01-15 22:00:00,P58,Groceries,327.4,4,Miami
2023-01-15 23:00:00,P59,Home Decor,342.7,5,Houston
2023-01-16 00:00:00,P60,Electronics,208.0,1,New York
2023-01-16 01:00:00,P61,Clothing,223.3,2,Los Angeles
2023-01-16 02:00:00,P62,Groceries,238.6,3,San Francisco
2023-01-16 03:00:00,P63,Home Decor,253.9,4,Miami
2023-01-16 04:00:00,P64,Electronics,269.2,5,Houston
2023-01-16 05:00:00,P65,Clothing,284.5,1,New York
2023-01-16 06:00:00,P66,Groceries,299.8,2,Los Angeles
2023-01-16 07:00:00,P67,Home Decor,315.1,3,San Francisco
2023-01-16 08:00:00,P68,Electronics,330.4,4,Miami
2023-01-16 09:00:00,P69,Clothing,345.7,5,Houston
2023-01-16 10:00:00,P70,Groceries,211.0,1,New York
2023-01-16 11:00:00,P71,Home Decor,226.3,2,Los Angeles
2023-01-16 12:00:00,P72,Electronics,241.6,3,San Francisco
2023-01-16 13:00:00,P73,Clothing,256.9,4,Miami
2023-01-16 14:00:00,P74,Groceries,272.2,5,Houston
2023-01-16 15:00:00,P75,Home Decor,287.5,1,New York
2023-01-16 16:00:00,P76,Electronics,302.8,2,Los Angeles
2023-01-16 17:00:00,P77,Clothing,318.1,3,San Francisco
2023-01-16 18:00:00,P78,Groceries,333.4,4,Miami
2023-01-16 19:00:00,P79,Home Decor,348.7,5,Houston
2023-01-16 20:00:00,P80,Electronics,214.0,1,New York
2023-01-16 21:00:00,P81,Clothing,229.3,2,Los Angeles
2023-01-16 22:00:00,P82,Groceries,244.6,3,San Francisco
2023-01-16 23:00:00,P83,Home Decor,259.9,4,Miami
2023-01-17 00:00:00,P84,Electronics,275.2,5,Houston
2023-01-17 01:00:00,P85,Clothing,290.5,1,New York
2023-01-17 02:00:00,P86,Groceries,305.8,2,Los Angeles
2023-01-17 03:00:00,P87,Home Decor,321.1,3,San Francisco
2023-01-17 04:00:00,P88,Electronics,336.4,4,Miami
2023-01-17 05:00:00,P89,Clothing,351.7,5,Houston
2023-01-17 06:00:00,P90,Groceries,217.0,1,New York
2023-01-17 07:00:00,P91,Home Decor,232.3,2,Los Angeles
2023-01-17 08:00:00,P92,Electronics,247.6,3,San Francisco
2023-01-17 09:00:00,P93,Clothing,262.9,4,Miami
2023-01-17 10:00:00,P94,Groceries,278.2,5,Houston
2023-01-17 11:00:00,P95,Home Decor,293.5,1,New York
2023-01-17 12:00:00,P96,Electronics,308.8,2,Los Angeles
2023-01-17 13:00:00,P97,Clothing,324.1,3,San Francisco
2023-01-17 14:00:00,P98,Groceries,339.4,4,Miami
2023-01-17 15:00:00,P99,Home Decor,354.7,5,Houston
2023-01-17 16:00:00,P0,Electronics,220.0,1,New York
2023-01-17 17:00:00,P1,Clothing,235.3,2,Los Angeles
2023-01-17 18:00:00,P2,Groceries,250.6,3,San Francisco
2023-01-17 19:00:00,P3,Home Decor,265.9,4,Miami
2023-01-17 20:00:00,P4,Electronics,281.2,5,Houston
2023-01-17 21:00:00,P5,Clothing,296.5,1,New York
2023-01-17 22:00:00,P6,Groceries,311.8,2,Los Angeles
2023-01-17 23:00:00,P7,Home Decor,327.1,3,San Francisco
2023-01-18 00:00:00,P8,Electronics,342.4,4,Miami
2023-01-18 01:00:00,P9,Clothing,357.7,5,Houston
2023-01-18 02:00:00,P10,Groceries,223.0,1,New York
2023-01-18 03:00:00,P11,Home Decor,238.3,2,Los Angeles
2023-01-18 04:00:00,P12,Electronics,253.6,3,San Francisco
2023-01-18 05:00:00,P13,Clothing,268.9,4,Miami
2023-01-18 06:00:00,P14,Groceries,284.2,5,Houston
2023-01-18 07:00:00,P15,Home Decor,299.5,1,New York
2023-01-18 08:00:00,P16,Electronics,314.8,2,Los Angeles
2023-01-18 09:00:00,P17,Clothing,330.1,3,San Francisco
2023-01-18 10:00:00,P18,Groceries,345.4,4,Miami
2023-01-18 11:00:00,P19,Home Decor,360.7,5,Houston
2023-01-18 12:00:00,P20,Electronics,226.0,1,New York
2023-01-18 13:00:00,P21,Clothing,241.3,2,Los Angeles
2023-01-18 14:00:00,P22,Groceries,256.6,3,San Francisco
2023-01-18 15:00:00,P23,Home Decor,271.9,4,Miami
2023-01-18 16:00:00,P24,Electronics,287.2,5,Houston
2023-01-18 17:00:00,P25,Clothing,302.5,1,New York
2023-01-18 18:00:00,P26,Groceries,317.8,2,Los Angeles
2023-01-18 19:00:00,P27,Home Decor,333.1,3,San Francisco
2023-01-18 20:00:00,P28,Electronics,348.4,4,Miami
2023-01-18 21:00:00,P29,Clothing,363.7,5,Houston
2023-01-18 22:00:00,P30,Groceries,229.0,1,New York
2023-01-18 23:00:00,P31,Home Decor,244.3,2,Los Angeles
2023-01-19 00:00:00,P32,Electronics,259.6,3,San Francisco
2023-01-19 01:00:00,P33,Clothing,274.9,4,Miami
