order_id,customer_id,order_date,amount,order_status
418,609,2025-03-27,65.48,pending
419,816,2025-06-25,54.56,cancelled
420,887,2025-03-06,40.01,completed
421,92,2025-02-07,57.22,completed
422,376,2025-01-25,174.96,cancelled
423,431,2025-05-09,126.40,completed
424,237,2025-03-31,98.34,cancelled
425,352,2025-03-26,199.24,completed
426,23,2025-02-20,177.97,cancelled
427,872,2025-05-19,182.06,cancelled
428,178,2025-05-21,151.06,completed
429,580,2025-03-28,142.28,completed
430,529,2025-04-12,65.59,completed
431,865,2025-05-12,128.79,pending
432,384,2025-03-09,36.37,cancelled
433,923,2025-06-03,172.70,cancelled
434,535,2025-03-20,13.22,cancelled
435,485,2025-05-30,72.38,completed
436,617,2025-06-14,12.31,pending
437,86,2025-05-14,117.88,completed
438,205,2025-02-09,110.48,pending
439,514,2025-04-14,134.18,cancelled
440,323,2025-04-24,158.72,completed
441,763,2025-03-08,17.80,pending
442,232,2025-01-19,145.63,cancelled
443,675,2025-05-04,83.04,pending
444,359,2025-05-29,134.11,cancelled
445,741,2025-05-22,158.59,completed
446,880,2025-01-07,198.12,completed
447,415,2025-03-19,154.72,pending
448,831,2025-04-01,84.11,completed
449,913,2025-02-02,120.80,cancelled
450,367,2025-02-05,185.73,completed
451,422,2025-02-16,102.68,cancelled
452,38,2025-04-09,61.59,pending
453,669,2025-05-18,106.51,pending
454,45,2025-02-13,177.37,pending
455,529,2025-02-10,71.66,cancelled
456,557,2025-02-28,125.71,completed
457,445,2025-02-14,79.74,completed
458,281,2025-01-16,164.77,completed
459,226,2025-01-07,144.23,completed
460,111,2025-05-22,53.46,pending
461,727,2025-05-31,56.37,completed
462,69,2025-06-18,124.87,pending
463,154,2025-01-08,23.96,pending
464,558,2025-05-05,83.25,pending
465,757,2025-06-04,186.31,cancelled
466,361,2025-05-17,168.79,pending
467,783,2025-06-27,136.80,pending
468,696,2025-06-12,171.82,pending
469,561,2025-02-24,88.53,completed
470,904,2025-03-10,67.47,completed
471,323,2025-06-23,168.67,pending
472,274,2025-02-11,181.14,completed
473,229,2025-05-25,170.34,cancelled
474,330,2025-05-08,26.77,pending
475,589,2025-02-23,12.85,cancelled
476,288,2025-06-04,135.45,completed
477,106,2025-04-05,18.85,pending
478,417,2025-02-05,96.64,completed
479,822,2025-05-19,126.12,pending
480,905,2025-02-15,145.40,cancelled
481,507,2025-06-12,170.44,cancelled
482,586,2025-01-12,90.66,pending
483,932,2025-03-02,148.65,pending
484,199,2025-01-21,187.50,pending
485,697,2025-02-03,127.13,completed
486,865,2025-04-15,176.94,cancelled
487,293,2025-06-04,91.14,completed
488,10,2025-05-20,38.28,pending
489,106,2025-01-28,70.88,pending
490,117,2025-02-23,51.33,cancelled
491,159,2025-06-29,67.38,completed
492,405,2025-02-02,88.22,completed
493,621,2025-06-02,74.90,pending
494,419,2025-05-22,89.21,completed
495,997,2025-04-06,84.90,pending
496,725,2025-04-12,38.35,cancelled
497,472,2025-04-14,65.79,cancelled
498,287,2025-04-09,161.68,cancelled
499,201,2025-04-15,60.55,cancelled
500,437,2025-06-11,90.55,cancelled
501,506,2025-05-06,186.20,completed
502,157,2025-05-29,174.39,pending
503,653,2025-03-14,141.73,cancelled
504,507,2025-01-12,172.14,pending
505,859,2025-06-26,43.57,completed
506,680,2025-05-05,73.02,cancelled
507,883,2025-03-30,80.66,completed
508,451,2025-06-23,148.20,pending
509,631,2025-02-06,27.09,completed
510,136,2025-03-21,183.79,cancelled
511,704,2025-01-12,53.49,cancelled
512,161,2025-01-22,22.34,pending
513,697,2025-05-14,56.41,cancelled
514,997,2025-05-16,149.33,pending
515,623,2025-06-04,15.70,cancelled
516,528,2025-01-27,154.13,cancelled
517,447,2025-01-06,198.03,completed
518,765,2025-03-20,192.17,cancelled
519,1,2025-03-29,68.35,cancelled
520,357,2025-04-09,197.65,cancelled
521,916,2025-01-04,15.77,completed
522,74,2025-04-11,152.42,pending
523,871,2025-03-19,50.95,cancelled
524,693,2025-04-28,17.21,pending
525,746,2025-01-09,108.24,pending
526,662,2025-01-28,62.22,cancelled
527,387,2025-01-12,42.39,pending
528,581,2025-03-05,88.21,pending
529,346,2025-03-19,31.54,pending
530,793,2025-03-17,157.82,pending
531,67,2025-01-06,65.07,completed
532,705,2025-04-11,26.07,cancelled
533,637,2025-05-26,46.49,pending
534,991,2025-02-23,160.87,pending
535,490,2025-01-13,80.81,completed
536,136,2025-01-18,98.92,pending
537,961,2025-03-14,121.21,pending
538,259,2025-06-17,78.90,cancelled
539,949,2025-04-02,149.67,pending
540,103,2025-01-28,51.37,cancelled
541,586,2025-06-27,197.96,cancelled
542,602,2025-03-01,131.35,pending
543,155,2025-04-10,199.20,completed
544,92,2025-01-17,197.21,completed
545,378,2025-02-20,65.24,pending
546,249,2025-02-28,103.82,completed
547,756,2025-05-21,160.67,cancelled
548,650,2025-02-23,166.13,completed
549,729,2025-03-15,122.77,completed
550,1,2025-06-04,85.79,pending
551,715,2025-04-22,104.63,cancelled
552,691,2025-05-03,101.90,cancelled
553,616,2025-05-05,34.28,pending
554,162,2025-02-23,188.05,cancelled
555,490,2025-03-18,199.38,pending
556,571,2025-04-08,96.25,cancelled
557,256,2025-02-04,12.41,completed
558,903,2025-06-22,155.51,cancelled
559,226,2025-03-03,23.13,completed
560,715,2025-03-20,13.31,cancelled
561,882,2025-01-27,145.33,completed
562,11,2025-02-18,167.73,pending
563,479,2025-05-25,31.36,pending
564,991,2025-01-07,72.29,completed
565,359,2025-05-10,120.45,completed
566,941,2025-03-12,98.71,cancelled
567,953,2025-02-28,169.90,completed
568,746,2025-02-28,88.54,completed
569,375,2025-01-27,18.55,cancelled
570,245,2025-03-06,111.75,completed
571,846,2025-03-05,16.83,cancelled
572,433,2025-06-08,96.02,pending
573,484,2025-03-09,121.57,pending
574,258,2025-03-06,158.35,pending
575,867,2025-01-30,156.11,completed
576,834,2025-02-28,78.34,cancelled
577,221,2025-04-22,154.38,pending
578,545,2025-02-05,167.85,pending
579,502,2025-04-07,96.92,cancelled
580,839,2025-06-19,80.04,pending
581,103,2025-02-27,179.96,completed
582,659,2025-03-22,81.76,pending
583,456,2025-04-05,83.62,pending
584,966,2025-03-11,73.97,pending
585,840,2025-03-30,30.39,completed
586,31,2025-05-10,122.47,pending
587,938,2025-02-21,119.09,completed
588,127,2025-06-09,79.29,pending
589,669,2025-06-15,86.44,pending
590,589,2025-03-24,52.54,pending
591,468,2025-04-05,187.94,completed
592,897,2025-06-19,47.01,completed
593,521,2025-05-01,86.41,completed
594,455,2025-04-12,129.87,completed
595,69,2025-05-08,167.11,pending
596,229,2025-04-12,32.81,cancelled
597,198,2025-03-27,25.91,completed
598,289,2025-06-26,69.36,cancelled
599,796,2025-06-07,30.88,cancelled
600,925,2025-04-04,47.86,cancelled
601,391,2025-05-11,88.46,cancelled
602,257,2025-02-16,198.77,pending
603,424,2025-02-17,101.95,completed
604,783,2025-01-13,150.24,completed
605,137,2025-05-30,22.81,completed
606,551,2025-05-05,150.33,pending
607,151,2025-01-14,106.43,completed
608,828,2025-05-30,59.75,cancelled
609,447,2025-01-23,135.98,cancelled
610,278,2025-04-21,108.83,completed
611,247,2025-03-26,48.12,cancelled
612,302,2025-03-09,162.49,pending
613,728,2025-04-14,18.86,completed
614,604,2025-06-14,155.46,pending
615,167,2025-03-20,43.97,completed
616,980,2025-05-17,142.62,completed
617,51,2025-04-07,75.13,pending
618,623,2025-06-04,115.60,cancelled
619,724,2025-06-18,91.54,cancelled
620,12,2025-05-08,33.15,cancelled
621,319,2025-04-06,186.99,cancelled
622,174,2025-06-02,26.81,pending
623,156,2025-01-10,107.92,cancelled
624,171,2025-04-30,109.07,pending
625,649,2025-01-19,144.44,cancelled
626,989,2025-05-25,44.47,cancelled
627,447,2025-04-04,38.86,completed
628,216,2025-01-26,50.86,pending
629,904,2025-01-11,83.76,cancelled
630,947,2025-05-08,58.79,pending
631,799,2025-05-02,69.46,completed
632,874,2025-04-13,178.64,completed
633,526,2025-03-10,178.89,pending
634,622,2025-02-15,177.22,cancelled
635,746,2025-02-02,103.14,completed
636,688,2025-02-18,37.08,cancelled
637,421,2025-05-17,83.62,completed
638,441,2025-02-20,133.89,pending
639,136,2025-05-24,20.88,completed
640,697,2025-02-09,106.78,completed
641,697,2025-01-04,142.65,completed
642,32,2025-01-05,79.83,completed
643,565,2025-01-10,143.24,completed
644,958,2025-06-19,120.24,pending
645,189,2025-01-13,123.37,cancelled
646,474,2025-02-24,188.97,completed
647,27,2025-05-10,187.38,cancelled
648,765,2025-05-11,95.58,completed
649,15,2025-06-03,168.97,cancelled
650,948,2025-01-18,143.68,cancelled
651,832,2025-04-25,164.96,cancelled
652,312,2025-01-26,192.02,completed
653,491,2025-03-09,163.68,pending
654,752,2025-01-14,51.06,pending
655,248,2025-03-23,74.57,completed
656,956,2025-04-15,187.00,completed
657,815,2025-06-26,64.22,cancelled
658,448,2025-02-21,119.43,cancelled
659,516,2025-05-04,152.90,completed
660,374,2025-06-16,27.78,completed
661,183,2025-03-15,187.40,cancelled
662,143,2025-02-10,136.69,cancelled
663,359,2025-02-25,91.23,cancelled
664,424,2025-03-03,116.17,pending
665,125,2025-01-09,39.35,completed
666,599,2025-04-30,84.44,pending
667,157,2025-03-11,83.24,completed
668,677,2025-05-07,196.82,cancelled
669,715,2025-03-03,52.55,completed
670,529,2025-06-28,88.77,cancelled
671,96,2025-04-30,140.48,pending
672,324,2025-03-17,195.05,pending
673,372,2025-06-20,25.61,completed
674,605,2025-04-12,97.59,completed
675,890,2025-06-12,25.95,completed
676,60,2025-02-18,12.55,pending
677,755,2025-05-24,25.60,cancelled
678,994,2025-04-03,168.91,completed
679,262,2025-01-10,161.87,completed
680,678,2025-05-17,23.92,cancelled
681,50,2025-03-08,150.11,completed
682,319,2025-02-02,182.15,cancelled
683,685,2025-05-30,162.65,completed
684,746,2025-03-01,75.89,cancelled
685,191,2025-01-18,93.89,cancelled
686,971,2025-03-28,37.55,completed
687,822,2025-06-13,127.25,pending
688,697,2025-06-13,43.71,pending
689,931,2025-01-01,57.92,cancelled
690,636,2025-03-21,175.44,completed
691,821,2025-05-26,71.48,pending
692,563,2025-01-08,168.39,completed
693,561,2025-02-14,163.06,cancelled
694,714,2025-06-08,179.44,pending
695,346,2025-05-10,132.67,completed
696,358,2025-04-10,73.61,completed
697,260,2025-01-19,106.33,pending
698,585,2025-04-29,176.33,cancelled
699,67,2025-02-02,11.51,pending
700,898,2025-05-10,140.99,pending
701,399,2025-06-16,149.91,pending
702,656,2025-01-08,41.96,pending
703,597,2025-04-11,148.96,completed
704,250,2025-02-07,192.82,completed
705,9,2025-04-07,85.33,completed
706,898,2025-01-25,161.02,completed
707,36,2025-03-03,149.32,completed
708,358,2025-01-17,10.90,cancelled
709,849,2025-01-19,19.43,completed
710,9,2025-03-12,63.30,completed
711,621,2025-06-01,41.95,pending
712,819,2025-06-19,150.26,completed
713,711,2025-01-19,134.59,completed
714,71,2025-05-27,49.45,pending
715,336,2025-05-03,52.36,cancelled
716,839,2025-01-04,91.75,cancelled
717,564,2025-04-03,119.70,pending
718,916,2025-06-24,55.65,completed
719,616,2025-03-09,167.16,cancelled
720,124,2025-04-15,138.19,completed
721,290,2025-02-25,152.42,cancelled
722,297,2025-02-13,46.10,completed
723,954,2025-05-23,86.75,cancelled
724,635,2025-04-14,49.12,pending
725,697,2025-03-10,12.86,pending
726,358,2025-01-30,197.85,pending
727,912,2025-06-09,77.16,completed
728,226,2025-02-14,183.93,completed
729,109,2025-01-25,21.90,pending
730,859,2025-06-18,161.80,completed
731,704,2025-04-23,70.93,pending
732,105,2025-01-27,104.47,cancelled
733,253,2025-05-25,26.45,completed
734,95,2025-06-10,59.96,pending
735,963,2025-02-26,43.42,completed
736,78,2025-01-29,12.69,pending
737,707,2025-01-29,79.76,completed
738,655,2025-04-24,191.09,cancelled
739,750,2025-04-08,92.76,cancelled
740,100,2025-01-11,15.30,completed
741,530,2025-04-13,34.87,pending
742,643,2025-05-05,69.48,completed
743,134,2025-02-27,88.03,completed
744,344,2025-03-19,118.85,cancelled
745,325,2025-01-20,131.70,completed
746,641,2025-05-30,22.82,cancelled
747,169,2025-06-01,101.06,completed
748,671,2025-06-26,158.02,pending
749,119,2025-03-22,72.38,completed
750,898,2025-01-29,52.46,cancelled
751,11,2025-03-31,78.77,cancelled
752,842,2025-01-18,173.53,completed
753,227,2025-06-11,87.91,cancelled
754,148,2025-01-24,84.80,pending
755,393,2025-01-23,70.59,pending
756,974,2025-05-25,88.61,cancelled
757,97,2025-02-05,168.15,cancelled
758,128,2025-02-16,13.16,pending
759,170,2025-04-26,81.16,completed
760,177,2025-05-19,121.22,pending
761,97,2025-04-06,22.90,pending
762,12,2025-03-05,95.96,pending
763,662,2025-03-08,11.31,cancelled
764,746,2025-02-04,192.30,completed
765,742,2025-02-08,163.35,pending
766,280,2025-03-02,177.50,pending
767,36,2025-05-27,97.52,pending
768,368,2025-04-23,66.24,pending
769,309,2025-05-30,188.48,pending
770,284,2025-05-20,91.28,pending
771,45,2025-02-22,153.11,completed
772,967,2025-04-07,118.64,cancelled
773,64,2025-05-28,99.08,cancelled
774,315,2025-01-04,138.05,cancelled
775,585,2025-06-08,189.71,cancelled
776,228,2025-06-24,57.68,completed
777,342,2025-01-17,87.70,cancelled
778,52,2025-06-28,18.81,pending
779,27,2025-03-30,111.79,cancelled
780,245,2025-05-17,48.15,completed
781,306,2025-01-23,128.02,completed
782,341,2025-01-28,105.58,cancelled
783,102,2025-01-01,91.68,completed
784,236,2025-05-01,14.82,cancelled
785,930,2025-05-03,77.21,cancelled
786,319,2025-06-21,150.84,cancelled
787,253,2025-03-11,157.50,pending
788,374,2025-04-26,68.84,pending
789,18,2025-04-10,156.48,cancelled
790,84,2025-04-26,132.82,completed
791,510,2025-01-01,109.72,cancelled
792,100,2025-06-20,63.07,cancelled
793,494,2025-03-01,191.12,cancelled
794,938,2025-02-16,151.92,completed
795,483,2025-02-19,158.21,completed
796,286,2025-02-14,128.06,completed
797,619,2025-06-02,47.75,completed
798,589,2025-05-29,145.51,cancelled
799,135,2025-02-21,74.31,completed
800,435,2025-03-04,79.58,cancelled
801,335,2025-02-27,159.22,cancelled
802,822,2025-01-17,44.44,completed
803,503,2025-03-06,181.49,completed
804,649,2025-04-14,55.25,cancelled
805,920,2025-01-13,48.11,cancelled
806,302,2025-04-21,121.77,completed
807,608,2025-06-29,12.81,cancelled
808,233,2025-03-27,82.50,completed
809,730,2025-01-29,59.03,completed
810,635,2025-03-28,39.76,cancelled
811,110,2025-06-22,166.47,completed
812,7,2025-06-17,171.73,cancelled
813,608,2025-06-26,147.66,completed
814,956,2025-01-05,21.90,completed
815,302,2025-03-15,20.06,cancelled
816,725,2025-03-19,128.58,completed
817,165,2025-01-09,124.71,cancelled
818,74,2025-02-19,10.16,completed
819,985,2025-01-25,37.76,completed
820,57,2025-04-09,136.49,cancelled
821,936,2025-01-31,10.88,pending
822,128,2025-06-24,128.48,pending
823,683,2025-03-15,21.19,completed
824,160,2025-05-12,194.58,completed
825,251,2025-04-14,84.27,completed
826,896,2025-03-19,115.19,completed
827,920,2025-06-04,197.32,pending
828,630,2025-02-17,121.68,pending
829,897,2025-04-02,15.44,completed
830,356,2025-04-15,74.39,pending
831,25,2025-01-02,24.27,pending
832,693,2025-04-30,72.68,cancelled
833,446,2025-04-20,30.87,pending
834,216,2025-01-26,67.98,completed
835,517,2025-05-31,106.32,pending
836,323,2025-01-12,74.91,completed
837,425,2025-02-06,166.61,cancelled
838,372,2025-06-13,24.82,cancelled
839,881,2025-04-15,40.58,cancelled
840,101,2025-03-14,135.63,completed
841,235,2025-05-19,159.68,pending
842,168,2025-06-03,74.50,pending
843,239,2025-03-06,73.60,completed
844,984,2025-02-04,62.37,pending
845,365,2025-02-25,145.16,cancelled
846,596,2025-01-05,57.41,completed
847,630,2025-05-31,154.19,completed
